,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip,ind_poverty_pct,ind_poverty_moe,family_poverty_pct,family_poverty_moe
424,VANDALISM,2018-03-10 02:57:00,18-012435,"VANDALISM [UNDER $1,000] (AMENDED)",33X,8000 SAN LEANDRO ST,Oakland,CA,37.7504023,-122.1916449,94621,34.6,3.3,33.2,3.5
425,ASSAULT,2018-03-09 21:58:00,18-012393,BATTERY,34X,89TH AV & INTERNATIONAL BLVD,Oakland,CA,37.7503654,-122.1748543,94621,34.6,3.3,33.2,3.5
426,ASSAULT,2018-03-09 21:30:00,18-012395,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30X,2000 80TH AV,Oakland,CA,37.7607087,-122.1733481,94621,34.6,3.3,33.2,3.5
427,ASSAULT,2018-03-06 10:49:00,18-012452,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,27Y,6000 INTERNATIONAL BLVD,Oakland,CA,37.7649183,-122.1983283,94621,34.6,3.3,33.2,3.5
428,ASSAULT,2018-03-10 11:06:00,18-012477,THREAT CRIME:INT:TERRORIZE,26Y,1000 77TH AV,Oakland,CA,37.7536577,-122.1904468,94621,34.6,3.3,33.2,3.5
429,ASSAULT,2018-03-15 23:02:00,18-013485,BATTERY,30X,1900 82ND AV,Oakland,CA,37.7582479,-122.1737402,94621,34.6,3.3,33.2,3.5
430,ASSAULT,2018-03-09 22:30:00,18-012461,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,30X,2000 73RD AV,Oakland,CA,37.7625671,-122.1818549,94621,34.6,3.3,33.2,3.5
431,MOTOR VEHICLE THEFT,2018-01-16 00:00:00,18-006747,VEHICLE THEFT - AUTO,34X,1700 87TH AV,Oakland,CA,37.7531361,-122.1722768,94621,34.6,3.3,33.2,3.5
432,BURGLARY,2018-03-04 07:15:00,18-903710,BURGLARY-FORCIBLE ENTRY,30X,1400 79TH AV,Oakland,CA,37.75704229999999,-122.1825105,94621,34.6,3.3,33.2,3.5
433,FRAUD,2018-03-05 19:45:00,18-903726,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,30X,7200 HOLLY ST,Oakland,CA,37.762789,-122.1833188,94621,34.6,3.3,33.2,3.5
434,THEFT/LARCENY,2018-03-04 13:15:00,18-903736,GRAND THEFT,31X,400 PENDLETON WY,Oakland,CA,37.7361285,-122.1998667,94621,34.6,3.3,33.2,3.5
435,VANDALISM,2018-03-01 19:20:00,18-903750,VANDALISM,26Y,6400 INTERNATIONAL BLVD,Oakland,CA,37.7632388,-122.1949361,94621,34.6,3.3,33.2,3.5
436,FRAUD,2018-02-10 09:00:00,18-903386,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,26Y,1300 58TH AV,Oakland,CA,37.76463390000001,-122.2015694,94621,34.6,3.3,33.2,3.5
437,THEFT/LARCENY,2018-03-01 16:50:00,18-903590,BURGLARY-AUTO,26Y,7200 SAN LEANDRO ST,Oakland,CA,37.75366959999999,-122.1968898,94621,34.6,3.3,33.2,3.5
438,THEFT/LARCENY,2018-02-24 17:25:00,18-903476,BURGLARY-AUTO,26Y,7200 SAN LEANDRO ST,Oakland,CA,37.75366959999999,-122.1968898,94621,34.6,3.3,33.2,3.5
439,THEFT/LARCENY,2018-02-28 10:50:00,18-903483,GRAND THEFT,26Y,7200 SAN LEANDRO ST,Oakland,CA,37.75366959999999,-122.1968898,94621,34.6,3.3,33.2,3.5
440,DISTURBING THE PEACE,2018-03-03 07:00:00,18-903507,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,26Y,7500 INTERNATIONAL BLVD,Oakland,CA,37.7584579,-122.185497,94621,34.6,3.3,33.2,3.5
441,THEFT/LARCENY,2018-03-01 12:10:00,18-903551,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621,34.6,3.3,33.2,3.5
442,THEFT/LARCENY,2018-01-07 12:45:00,18-901133,BURGLARY-AUTO,31X,8400 EDGEWATER DR,Oakland,CA,37.7389999,-122.1989043,94621,34.6,3.3,33.2,3.5
443,THEFT/LARCENY,2018-01-05 23:45:00,18-901207,BURGLARY-AUTO,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621,34.6,3.3,33.2,3.5
444,THEFT/LARCENY,2018-03-16 00:00:00,18-013534,THEFT,26Y,6600 LION WY,Oakland,CA,37.7586429,-122.1984406,94621,34.6,3.3,33.2,3.5
445,THEFT/LARCENY,2018-02-13 20:17:00,18-903310,THEFT,27Y,5900 HARMON AV,Oakland,CA,37.76817399999999,-122.194762,94621,34.6,3.3,33.2,3.5
446,THEFT/LARCENY,2018-01-08 06:15:00,18-901184,BURGLARY-AUTO,26Y,900 75TH AV,Oakland,CA,37.753541,-122.1929852,94621,34.6,3.3,33.2,3.5
447,VANDALISM,2018-01-08 12:55:00,18-901195,VANDALISM,31X,400 HEGENBERGER RD,Oakland,CA,37.7344015,-122.1976291,94621,34.6,3.3,33.2,3.5
448,THEFT/LARCENY,2018-01-08 12:05:00,18-901196,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621,34.6,3.3,33.2,3.5
449,THEFT/LARCENY,2018-01-08 11:00:00,18-901197,BURGLARY-AUTO,26Y,6600 LEONA CREEK DR,Oakland,CA,37.75748189999999,-122.1998422,94621,34.6,3.3,33.2,3.5
450,THEFT/LARCENY,2018-01-05 23:30:00,18-901118,THEFT,31X,7800 EDGEWATER DR,Oakland,CA,37.7420184,-122.2025842,94621,34.6,3.3,33.2,3.5
451,THEFT/LARCENY,2018-01-06 00:00:00,18-901121,BURGLARY-AUTO,26X,6300 COLISEUM WY,Oakland,CA,37.7563542,-122.2066353,94621,34.6,3.3,33.2,3.5
452,DISTURBING THE PEACE,2018-03-16 10:45:00,18-013655,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,30X,7200 FAVOR ST,Oakland,CA,37.7622308,-122.1842943,94621,34.6,3.3,33.2,3.5
453,ASSAULT,2018-03-16 14:15:00,18-013577,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,8900 INTERNATIONAL BLVD,Oakland,CA,37.750238,-122.1743833,94621,34.6,3.3,33.2,3.5
454,DRUGS/ALCOHOL VIOLATIONS,2018-03-16 13:12:00,18-013583,POSSESS NARCOTIC CONTROLLED SUBSTANCE,31Y,100 HEGENBERGER RD,Oakland,CA,37.7296343,-122.199525,94621,34.6,3.3,33.2,3.5
455,ASSAULT,2018-03-16 16:17:00,18-013592,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1400 89TH AV,Oakland,CA,37.7503729,-122.1748387,94621,34.6,3.3,33.2,3.5
456,THEFT/LARCENY,2018-03-16 14:12:00,18-013605,THEFT,33X,1000 81ST AV,Oakland,CA,37.7528375,-122.1856246,94621,34.6,3.3,33.2,3.5
457,DUI,2018-03-16 20:11:00,18-013620,DUI ALCOHOL/DRUGS,26Y,1200 75TH AV,Oakland,CA,37.7569507,-122.1877464,94621,34.6,3.3,33.2,3.5
458,MOTOR VEHICLE THEFT,2018-03-16 21:30:00,18-013629,VEHICLE THEFT - AUTO,27Y,6200 HARMON AV,Oakland,CA,37.7666133,-122.1931625,94621,34.6,3.3,33.2,3.5
459,VANDALISM,2018-03-06 07:00:00,18-903853,VANDALISM,31X,400 HEGENBERGER RD,Oakland,CA,37.7344015,-122.1976291,94621,34.6,3.3,33.2,3.5
460,THEFT/LARCENY,2018-03-05 09:30:00,18-903855,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,37.7344015,-122.1976291,94621,34.6,3.3,33.2,3.5
461,THEFT/LARCENY,2018-03-02 19:00:00,18-903876,BURGLARY-AUTO,77X,7600 SNELL ST,Oakland,CA,37.7546527,-122.1973147,94621,34.6,3.3,33.2,3.5
462,THEFT/LARCENY,2018-03-07 22:30:00,18-903891,THEFT,31Y,8400 EDES AV,Oakland,CA,37.742063,-122.194795,94621,34.6,3.3,33.2,3.5
463,THEFT/LARCENY,2018-03-09 11:00:00,18-903906,THEFT,30X,1800 78TH AV,Oakland,CA,37.7608912,-122.1781979,94621,34.6,3.3,33.2,3.5
464,VANDALISM,2018-02-18 00:19:00,18-008697,VANDALISM (AMENDED),31Y,300 HEGENBERGER RD,Oakland,CA,37.73451,-122.19717,94621,34.6,3.3,33.2,3.5
465,MOTOR VEHICLE THEFT,2018-02-18 20:00:00,18-008907,VEHICLE THEFT - AUTO,30X,7200 HOLLY ST,Oakland,CA,37.762789,-122.1833188,94621,34.6,3.3,33.2,3.5
466,THEFT/LARCENY,2018-02-12 11:53:00,18-902764,GRAND THEFT,31Y,8200 SAN LEANDRO ST,Oakland,CA,37.748993,-122.1907008,94621,34.6,3.3,33.2,3.5
467,ASSAULT,2018-02-18 02:27:00,18-008711,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,30X,7200 HOLLY ST,Oakland,CA,37.762789,-122.1833188,94621,34.6,3.3,33.2,3.5
468,ASSAULT,2018-03-17 03:00:00,18-013671,INFLICT CRPL INJ SP/COHAB,27Y,1600 SEMINARY AV,Oakland,CA,37.7660301,-122.1978717,94621,34.6,3.3,33.2,3.5
469,ASSAULT,2018-02-19 10:03:00,18-008917,THREAT CRIME:INT:TERRORIZE,26Y,6600 EASTLAWN ST,Oakland,CA,37.7601308,-122.19632,94621,34.6,3.3,33.2,3.5
470,ASSAULT,2018-02-18 02:56:00,18-008713,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,8400 INTERNATIONAL BLVD,Oakland,CA,37.7544133,-122.1775766,94621,34.6,3.3,33.2,3.5
471,ASSAULT,2018-02-18 00:30:00,18-008719,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,1300 62ND AV,Oakland,CA,37.7625697,-122.1992425,94621,34.6,3.3,33.2,3.5
472,VANDALISM,2018-02-17 08:37:00,18-008578,VANDALISM,31X,300 HEGENBERGER RD,Oakland,CA,37.73451,-122.19717,94621,34.6,3.3,33.2,3.5
473,VANDALISM,2018-02-11 12:43:00,18-902781,VANDALISM,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621,34.6,3.3,33.2,3.5
474,ASSAULT,2018-02-18 01:30:00,18-008741,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,26Y,900 70TH AV,Oakland,CA,37.756186,-122.1959285,94621,34.6,3.3,33.2,3.5
475,BURGLARY,2018-03-17 03:36:00,18-013672,BURGLARY-FORCIBLE ENTRY,31Y,8400 ENTERPRISE WY,Oakland,CA,37.7442779,-122.1945592,94621,34.6,3.3,33.2,3.5
476,VANDALISM,2018-02-12 11:25:00,18-902789,VANDALISM,27Y,6100 INTERNATIONAL BLVD,Oakland,CA,37.764608,-122.1981245,94621,34.6,3.3,33.2,3.5
477,THEFT/LARCENY,2018-02-15 19:39:00,18-902924,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621,34.6,3.3,33.2,3.5
478,ROBBERY,2018-02-18 15:10:00,18-008789,ROBBERY-OTHER DANGEROUS WEAPON,26Y,62ND AV & TEVIS ST,Oakland,CA,37.761298,-122.2010531,94621,34.6,3.3,33.2,3.5
479,THEFT/LARCENY,2018-02-16 07:56:00,18-008416,BURGLARY-AUTO,31X,600 HEGENBERGER RD,Oakland,CA,37.7457423,-122.1956898,94621,34.6,3.3,33.2,3.5
480,THEFT/LARCENY,2018-02-18 15:30:00,18-008793,PETTY THEFT:$50-,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621,34.6,3.3,33.2,3.5
481,ASSAULT,2018-02-18 16:59:00,18-008808,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,1300 64TH AV,Oakland,CA,37.7614994,-122.197951,94621,34.6,3.3,33.2,3.5
482,ASSAULT,2018-02-16 18:26:00,18-008499,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,900 76TH AV,Oakland,CA,37.7532521,-122.1923209,94621,34.6,3.3,33.2,3.5
483,ASSAULT,2018-02-17 06:45:00,18-008570,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,33X,1000 88TH AV,Oakland,CA,37.7481808,-122.1819201,94621,34.6,3.3,33.2,3.5
484,ASSAULT,2018-02-16 22:00:00,18-008574,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,1400 AUSEON AV,Oakland,CA,37.7522907,-122.1762772,94621,34.6,3.3,33.2,3.5
485,THEFT/LARCENY,2018-02-09 19:55:00,18-903174,THEFT,31X,7600 EARHART RD,Oakland,CA,37.7368749,-122.2149219,94621,34.6,3.3,33.2,3.5
486,ASSAULT,2018-03-17 05:06:00,18-013675,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,A ST & 84TH AV,Oakland,CA,37.753246,-122.1795143,94621,34.6,3.3,33.2,3.5
487,THEFT/LARCENY,2018-02-15 12:35:00,18-903043,BURGLARY-AUTO,31Y,200 HEGENBERGER RD,Oakland,CA,37.730895,-122.1988156,94621,34.6,3.3,33.2,3.5
488,VANDALISM,2018-02-15 12:35:00,18-903044,VANDALISM,31Y,200 HEGENBERGER RD,Oakland,CA,37.730895,-122.1988156,94621,34.6,3.3,33.2,3.5
489,VANDALISM,2018-02-12 20:00:00,18-902839,VANDALISM,26X,500 66TH AV,Oakland,CA,37.7541952,-122.20725,94621,34.6,3.3,33.2,3.5
490,BURGLARY,2018-02-15 09:00:00,18-903051,BURGLARY-FORCIBLE ENTRY,30X,1600 70TH AV,Oakland,CA,37.7613498,-122.1877973,94621,34.6,3.3,33.2,3.5
491,THEFT/LARCENY,2018-02-16 00:45:00,18-008487,GRAND THEFT,31X,7200 OAKPORT ST,Oakland,CA,37.7410465,-122.1981304,94621,34.6,3.3,33.2,3.5
492,ASSAULT,2018-03-15 10:30:00,18-013359,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,29X,7000 OUTLOOK AV,Oakland,CA,37.7719785,-122.1719777,94605,20.1,2.5,14.9,2.3
493,MOTOR VEHICLE THEFT,2018-03-15 12:10:00,18-013363,VEHICLE THEFT - AUTO,35X,2300 83RD AV,Oakland,CA,37.7599516,-122.1678086,94605,20.1,2.5,14.9,2.3
494,ASSAULT,2018-03-15 11:30:00,18-013418,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,35X,8600 MACARTHUR BLVD,Oakland,CA,37.7593519,-122.1625198,94605,20.1,2.5,14.9,2.3
495,ASSAULT,2018-03-15 14:40:00,18-013421,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,29X,6600 BRANN ST,Oakland,CA,37.7712485,-122.1815007,94605,20.1,2.5,14.9,2.3
496,VANDALISM,2030-01-08 18:30:00,14-027546,VANDALISM,30X,2500 HAVENSCOURT BLVD,Oakland,CA,37.7666867,-122.1855803,94605,20.1,2.5,14.9,2.3
497,FRAUD,2018-01-16 11:38:00,18-901795,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,29X,3900 DELMONT AV,Oakland,CA,37.7762591,-122.1707135,94605,20.1,2.5,14.9,2.3
498,THEFT/LARCENY,2018-01-09 17:25:00,18-901078,THEFT,30Y,8100 UTAH ST,Oakland,CA,37.7654429,-122.1610118,94605,20.1,2.5,14.9,2.3
499,THEFT/LARCENY,2018-01-18 16:35:00,18-901719,BURGLARY-AUTO,30Y,6900 BANCROFT AV,Oakland,CA,37.7674936,-122.1795052,94605,20.1,2.5,14.9,2.3
