,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip,ind_poverty_pct,ind_poverty_moe,family_poverty_pct,family_poverty_moe
0,MOTOR VEHICLE THEFT,2104-08-08 00:00:00,14-040258,VEHICLE THEFT - AUTO,02X,12TH ST & MANDELA PKWY,Oakland,CA,37.80908470000001,-122.2919421,94607,29.9,2.8,27.7,3.3
1,THEFT/LARCENY,2018-01-17 13:05:00,18-006602,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
2,ASSAULT,2018-03-15 16:10:00,18-013433,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,700 PERALTA ST,Oakland,CA,37.8064587,-122.2975547,94607,29.9,2.8,27.7,3.3
3,DUI,2018-01-17 14:00:00,18-006608,DUI ALCOHOL/DRUGS,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
4,ASSAULT,2018-03-15 19:25:00,18-013466,BATTERY,03X,800 FRANKLIN ST,Oakland,CA,37.7997892,-122.2723326,94607,29.9,2.8,27.7,3.3
5,DUI,2018-01-18 13:00:00,18-006657,DUI ALCOHOL/DRUGS,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
6,ASSAULT,2018-03-04 18:15:00,18-013426,BATTERY,02Y,1800 9TH ST,Oakland,CA,37.8102432,-122.302087,94607,29.9,2.8,27.7,3.3
7,ASSAULT,2018-01-18 13:10:00,18-006663,MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
8,THEFT/LARCENY,2018-01-19 15:30:00,18-901700,BURGLARY-AUTO,03Y,400 8TH ST,Oakland,CA,37.7997317,-122.2725336,94607,29.9,2.8,27.7,3.3
9,VANDALISM,2018-03-02 10:40:00,18-903606,VANDALISM,01X,400 HARRISON ST,Oakland,CA,37.7958755,-122.2717023,94607,29.9,2.8,27.7,3.3
10,VANDALISM,2018-01-05 13:07:00,18-901039,VANDALISM,03X,00 10TH ST,Oakland,CA,37.7964495,-122.2598465,94607,29.9,2.8,27.7,3.3
11,VANDALISM,2018-01-17 20:20:00,18-901698,VANDALISM,03X,800 WEBSTER ST,Oakland,CA,37.7993315,-122.2711724,94607,29.9,2.8,27.7,3.3
12,THEFT/LARCENY,2018-01-17 11:30:00,18-901706,BURGLARY-AUTO,03X,400 11TH ST,Oakland,CA,37.8022475,-122.2724337,94607,29.9,2.8,27.7,3.3
13,VANDALISM,2018-01-17 21:00:00,18-901710,VANDALISM,01X,200 BROADWAY,Oakland,CA,37.7961698,-122.275971,94607,29.9,2.8,27.7,3.3
14,THEFT/LARCENY,2018-02-24 20:50:00,18-903613,BURGLARY-AUTO,03X,400 8TH ST,Oakland,CA,37.7997317,-122.2725336,94607,29.9,2.8,27.7,3.3
15,THEFT/LARCENY,2018-01-16 11:00:00,18-901713,BURGLARY-AUTO,01X,00 4TH ST,Oakland,CA,37.7928439,-122.2637614,94607,29.9,2.8,27.7,3.3
16,THEFT/LARCENY,2018-01-17 18:45:00,18-901736,BURGLARY-AUTO,03X,7TH ST & WEBSTER ST,Oakland,CA,37.7985795,-122.2717904,94607,29.9,2.8,27.7,3.3
17,THEFT/LARCENY,2018-01-20 12:25:00,18-901242,BURGLARY-AUTO,01X,300 WASHINGTON ST,Oakland,CA,37.79702169999999,-122.2768348,94607,29.9,2.8,27.7,3.3
18,THEFT/LARCENY,2018-01-20 16:02:00,18-901603,THEFT,02Y,300 HENRY ST,Oakland,CA,37.8031433,-122.2980124,94607,29.9,2.8,27.7,3.3
19,THEFT/LARCENY,2018-02-28 13:15:00,18-012344,GRAND THEFT,03X,7TH ST & FRANKLIN ST,Oakland,CA,37.7990448,-122.2729768,94607,29.9,2.8,27.7,3.3
20,THEFT/LARCENY,2018-03-01 00:00:00,18-012352,BURGLARY-AUTO,05X,16TH ST & MANDELA PKWY,Oakland,CA,37.8123241,-122.2911761,94607,29.9,2.8,27.7,3.3
21,ASSAULT,2018-03-10 13:11:00,18-012488,THREAT CRIME:INT:TERRORIZE,03Y,900 BROADWAY,Oakland,CA,37.8008883,-122.2732894,94607,29.9,2.8,27.7,3.3
22,BURGLARY,2018-03-10 13:15:00,18-012524,BURGLARY-NO FORCE,02X,1100 8TH ST,Oakland,CA,37.8046531,-122.2869567,94607,29.9,2.8,27.7,3.3
23,THEFT/LARCENY,2018-02-27 19:00:00,18-012527,THEFT,02X,8TH ST & ADELINE ST,Oakland,CA,37.8048507,-122.2878486,94607,29.9,2.8,27.7,3.3
24,VANDALISM,2018-03-10 12:00:00,18-012533,VANDALISM,02Y,1600 7TH ST,Oakland,CA,37.8062846,-122.2982197,94607,29.9,2.8,27.7,3.3
25,MOTOR VEHICLE THEFT,2018-03-09 10:30:00,18-012373,ATTEMPT VEHICLE THEFT-AUTO,01X,200 2ND ST,Oakland,CA,37.794118,-122.270692,94607,29.9,2.8,27.7,3.3
26,ASSAULT,2018-03-10 02:30:00,18-012430,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,1500 ADELINE ST,Oakland,CA,37.810239,-122.285383,94607,29.9,2.8,27.7,3.3
27,THEFT/LARCENY,2018-03-10 07:43:00,18-012441,THEFT,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
28,THEFT/LARCENY,2018-03-10 00:00:00,18-012476,THEFT,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
29,FRAUD,2017-12-28 13:00:00,18-003010,FRAUD TO OBTAIN AID,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
30,MOTOR VEHICLE THEFT,2018-03-09 10:00:00,18-012472,VEHICLE THEFT - AUTO,01X,200 HARRISON ST,Oakland,CA,37.794714,-122.27228,94607,29.9,2.8,27.7,3.3
31,MOTOR VEHICLE THEFT,2018-03-09 19:00:00,18-012502,VEHICLE THEFT - AUTO,02Y,1400 10TH ST,Oakland,CA,37.8078895,-122.2927385,94607,29.9,2.8,27.7,3.3
32,DISTURBING THE PEACE,2018-03-09 14:52:00,18-012330,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
33,VANDALISM,2018-02-28 11:00:00,18-903773,VANDALISM,03X,800 JACKSON ST,Oakland,CA,37.7978727,-122.2678094,94607,29.9,2.8,27.7,3.3
34,VANDALISM,2018-03-03 00:00:00,18-903647,VANDALISM,03Y,8TH ST & CLAY ST,Oakland,CA,37.8011612,-122.276183,94607,29.9,2.8,27.7,3.3
35,THEFT/LARCENY,2018-03-02 11:30:00,18-903648,BURGLARY-AUTO,03X,1000 WEBSTER ST,Oakland,CA,37.8006289,-122.2705105,94607,29.9,2.8,27.7,3.3
36,THEFT/LARCENY,2018-03-04 16:30:00,18-903699,BURGLARY-AUTO,02Y,1600 12TH ST,Oakland,CA,37.8102366,-122.2951825,94607,29.9,2.8,27.7,3.3
37,THEFT/LARCENY,2018-03-04 00:15:00,18-903704,THEFT,01X,300 3RD ST,Oakland,CA,37.7952993,-122.2722005,94607,29.9,2.8,27.7,3.3
38,THEFT/LARCENY,2018-03-02 20:20:00,18-903711,BURGLARY-AUTO,01X,100 CLAY ST,Oakland,CA,37.7963315,-122.2791808,94607,29.9,2.8,27.7,3.3
39,FRAUD,2018-02-02 14:00:00,18-903071,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,03Y,1000 CLAY ST,Oakland,CA,37.8025109,-122.2753349,94607,29.9,2.8,27.7,3.3
40,THEFT/LARCENY,2018-03-03 12:30:00,18-903716,BURGLARY-AUTO,01X,300 WASHINGTON ST,Oakland,CA,37.79702169999999,-122.2768348,94607,29.9,2.8,27.7,3.3
41,THEFT/LARCENY,2018-03-04 12:15:00,18-903745,BURGLARY-AUTO,01X,400 WATER ST,Oakland,CA,37.7946415,-122.2770484,94607,29.9,2.8,27.7,3.3
42,THEFT/LARCENY,2018-03-04 20:00:00,18-903749,THEFT,01X,300 JEFFERSON ST,Oakland,CA,37.798227,-122.2789908,94607,29.9,2.8,27.7,3.3
43,VANDALISM,2018-02-15 13:10:00,18-903377,VANDALISM,05X,1000 16TH ST,Oakland,CA,37.8103361,-122.2824372,94607,29.9,2.8,27.7,3.3
44,THEFT/LARCENY,2018-02-28 14:00:00,18-903625,THEFT,04X,300 20TH ST,Oakland,CA,37.81736739999999,-122.2942569,94607,29.9,2.8,27.7,3.3
45,THEFT/LARCENY,2018-03-03 15:55:00,18-903629,THEFT,03Y,400 9TH ST,Oakland,CA,37.80041990000001,-122.2721166,94607,29.9,2.8,27.7,3.3
46,THEFT/LARCENY,2018-03-02 22:00:00,18-903634,BURGLARY-AUTO,02Y,1700 12TH ST,Oakland,CA,37.8112548,-122.2976642,94607,29.9,2.8,27.7,3.3
47,VANDALISM,2018-02-28 11:00:00,18-903460,VANDALISM,02Y,1800 14TH ST,Oakland,CA,37.8133004,-122.297798,94607,29.9,2.8,27.7,3.3
48,THEFT/LARCENY,2018-02-27 18:05:00,18-903593,BURGLARY-AUTO,03Y,800 CLAY ST,Oakland,CA,37.8011678,-122.2761788,94607,29.9,2.8,27.7,3.3
49,THEFT/LARCENY,2018-02-26 20:45:00,18-903596,BURGLARY-AUTO,03X,300 7TH ST,Oakland,CA,37.7983618,-122.2705496,94607,29.9,2.8,27.7,3.3
50,THEFT/LARCENY,2018-01-25 22:35:00,18-902515,BURGLARY-AUTO,01X,300 JACKSON ST,Oakland,CA,37.7940903,-122.2701657,94607,29.9,2.8,27.7,3.3
51,THEFT/LARCENY,2018-02-24 22:20:00,18-903470,BURGLARY-AUTO,01X,200 WEBSTER ST,Oakland,CA,37.795351,-122.2734748,94607,29.9,2.8,27.7,3.3
52,VANDALISM,2018-02-24 16:30:00,18-903478,VANDALISM,02X,7TH ST & KIRKHAM ST,Oakland,CA,37.8046994,-122.2923429,94607,29.9,2.8,27.7,3.3
53,THEFT/LARCENY,2018-02-25 10:00:00,18-903480,BURGLARY-AUTO,03X,ALICE ST & 8TH ST,Oakland,CA,37.7983339,-122.2690159,94607,29.9,2.8,27.7,3.3
54,VANDALISM,2018-02-27 17:30:00,18-903484,VANDALISM,02Y,1400 7TH ST,Oakland,CA,37.8055949,-122.293898,94607,29.9,2.8,27.7,3.3
55,DISTURBING THE PEACE,2018-02-28 10:05:00,18-903487,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,02Y,1600 13TH ST,Oakland,CA,37.8107197,-122.2944797,94607,29.9,2.8,27.7,3.3
56,VANDALISM,2018-02-27 19:00:00,18-903500,VANDALISM,01X,WASHINGTON ST & 4TH ST,Oakland,CA,37.79792700000001,-122.276717,94607,29.9,2.8,27.7,3.3
57,THEFT/LARCENY,2018-03-01 12:30:00,18-903566,GRAND THEFT,02X,800 10TH ST,Oakland,CA,37.805385,-122.2815446,94607,29.9,2.8,27.7,3.3
58,THEFT/LARCENY,2018-02-26 18:25:00,18-903442,BURGLARY-AUTO,03Y,500 9TH ST,Oakland,CA,37.8013605,-122.2745876,94607,29.9,2.8,27.7,3.3
59,THEFT/LARCENY,2018-02-26 19:00:00,18-903451,BURGLARY-AUTO,03X,700 FRANKLIN ST,Oakland,CA,37.799126,-122.27261,94607,29.9,2.8,27.7,3.3
60,THEFT/LARCENY,2018-02-26 17:30:00,18-903453,BURGLARY-AUTO,01X,300 JEFFERSON ST,Oakland,CA,37.798227,-122.2789908,94607,29.9,2.8,27.7,3.3
61,VANDALISM,2018-01-05 21:00:00,18-901128,VANDALISM,03X,900 WEBSTER ST,Oakland,CA,37.8000567,-122.2705728,94607,29.9,2.8,27.7,3.3
62,ASSAULT,2018-03-15 22:40:00,18-013486,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1300 10TH ST,Oakland,CA,37.8074338,-122.2906616,94607,29.9,2.8,27.7,3.3
63,MOTOR VEHICLE THEFT,2018-03-15 17:00:00,18-013493,VEHICLE THEFT - AUTO,03X,300 10TH ST,Oakland,CA,37.8001668,-122.2693595,94607,29.9,2.8,27.7,3.3
64,MOTOR VEHICLE THEFT,2018-01-07 14:15:00,18-901136,ATTEMPT VEHICLE THEFT-AUTO,01X,100 WASHINGTON ST,Oakland,CA,37.7960837,-122.2773515,94607,29.9,2.8,27.7,3.3
65,ASSAULT,2018-03-16 03:10:00,18-013506,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1000 7TH ST,Oakland,CA,37.8032405,-122.2849755,94607,29.9,2.8,27.7,3.3
66,BURGLARY,2018-01-06 19:30:00,18-901139,BURGLARY-FORCIBLE ENTRY,01X,00 BROADWAY,Oakland,CA,37.7947313,-122.2771676,94607,29.9,2.8,27.7,3.3
67,THEFT/LARCENY,2018-01-06 19:40:00,18-901148,BURGLARY-AUTO,01X,400 WEBSTER ST,Oakland,CA,37.7964708,-122.2729141,94607,29.9,2.8,27.7,3.3
68,THEFT/LARCENY,2018-01-07 09:30:00,18-901153,BURGLARY-AUTO,01X,200 WASHINGTON ST,Oakland,CA,37.7965477,-122.2775582,94607,29.9,2.8,27.7,3.3
69,THEFT/LARCENY,2018-01-06 18:56:00,18-901157,BURGLARY-AUTO,01X,00 4TH ST,Oakland,CA,37.7928439,-122.2637614,94607,29.9,2.8,27.7,3.3
70,THEFT/LARCENY,2018-01-06 18:30:00,18-901165,BURGLARY-AUTO,01X,300 ALICE ST,Oakland,CA,37.7945913,-122.2713379,94607,29.9,2.8,27.7,3.3
71,VANDALISM,2018-01-07 00:00:00,18-901166,VANDALISM,03X,900 WEBSTER ST,Oakland,CA,37.8000567,-122.2705728,94607,29.9,2.8,27.7,3.3
72,VANDALISM,2018-01-06 22:10:00,18-901168,VANDALISM,03X,300 10TH ST,Oakland,CA,37.8001668,-122.2693595,94607,29.9,2.8,27.7,3.3
73,THEFT/LARCENY,2018-01-05 17:15:00,18-901201,BURGLARY-AUTO,02X,900 MARKET ST,Oakland,CA,37.8034784,-122.2814274,94607,29.9,2.8,27.7,3.3
74,THEFT/LARCENY,2018-01-06 08:30:00,18-901115,BURGLARY-AUTO,05Y,1800 MANDELA PKWY,Oakland,CA,37.81372030000001,-122.2902707,94607,29.9,2.8,27.7,3.3
75,THEFT/LARCENY,2018-01-05 21:45:00,18-901124,BURGLARY-AUTO,03X,900 WEBSTER ST,Oakland,CA,37.8000567,-122.2705728,94607,29.9,2.8,27.7,3.3
76,ASSAULT,2018-03-17 22:50:00,18-013645,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,02X,1100 MANDELA PKWY,Oakland,CA,37.80845600000001,-122.2921706,94607,29.9,2.8,27.7,3.3
77,VANDALISM,2018-01-21 03:30:00,18-901858,VANDALISM,01X,300 2ND ST,Oakland,CA,37.7946589,-122.2727582,94607,29.9,2.8,27.7,3.3
78,THEFT/LARCENY,2018-01-19 19:15:00,18-901800,BURGLARY-AUTO,02X,10TH ST,Oakland,CA,37.8058627,-122.2837415,94607,29.9,2.8,27.7,3.3
79,THEFT/LARCENY,2018-01-20 00:35:00,18-901802,BURGLARY-AUTO,02X,10TH ST,Oakland,CA,37.8058627,-122.2837415,94607,29.9,2.8,27.7,3.3
80,THEFT/LARCENY,2018-01-19 21:00:00,18-901804,BURGLARY-AUTO,01X,100 WASHINGTON ST,Oakland,CA,37.7960837,-122.2773515,94607,29.9,2.8,27.7,3.3
81,ROBBERY,2018-03-16 18:30:00,18-013606,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",02Y,1400 11TH ST,Oakland,CA,37.8084265,-122.2925437,94607,29.9,2.8,27.7,3.3
82,ASSAULT,2018-03-16 19:00:00,18-013607,SC BATTERY,05X,21ST ST & CURTIS ST,Oakland,CA,37.812635,-122.2778243,94607,29.9,2.8,27.7,3.3
83,VANDALISM,2018-01-19 21:20:00,18-901812,VANDALISM,03X,300 8TH ST,Oakland,CA,37.798806,-122.2701918,94607,29.9,2.8,27.7,3.3
84,THEFT/LARCENY,2018-01-20 01:00:00,18-901813,BURGLARY-AUTO,01X,100 WASHINGTON ST,Oakland,CA,37.7960837,-122.2773515,94607,29.9,2.8,27.7,3.3
85,THEFT/LARCENY,2018-01-19 18:00:00,18-901815,BURGLARY-AUTO,03X,400 8TH ST,Oakland,CA,37.7997317,-122.2725336,94607,29.9,2.8,27.7,3.3
86,THEFT/LARCENY,2018-01-19 23:20:00,18-901818,BURGLARY-AUTO,03Y,500 11TH ST,Oakland,CA,37.803033,-122.2734257,94607,29.9,2.8,27.7,3.3
87,THEFT/LARCENY,2018-01-12 18:00:00,18-902177,THEFT,01X,100 2ND ST,Oakland,CA,37.793083,-122.26806,94607,29.9,2.8,27.7,3.3
88,THEFT/LARCENY,2018-03-16 13:13:00,18-013561,BURGLARY-AUTO,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
89,ROBBERY,2018-03-15 21:45:00,18-013575,ROBBERY-FIREARM,02Y,1400 12TH ST,Oakland,CA,37.8091628,-122.292277,94607,29.9,2.8,27.7,3.3
90,THEFT/LARCENY,2018-01-19 11:00:00,18-901744,BURGLARY-AUTO,07X,2500 MANDELA PKWY,Oakland,CA,37.81982850000001,-122.2889898,94607,29.9,2.8,27.7,3.3
91,THEFT/LARCENY,2018-01-19 00:00:00,18-901745,BURGLARY-AUTO,01X,100 2ND ST,Oakland,CA,37.793083,-122.26806,94607,29.9,2.8,27.7,3.3
92,THEFT/LARCENY,2018-01-19 21:00:00,18-901785,BURGLARY-AUTO,03X,700 FRANKLIN ST,Oakland,CA,37.799126,-122.27261,94607,29.9,2.8,27.7,3.3
93,THEFT/LARCENY,2018-03-06 20:00:00,18-903808,BURGLARY-AUTO,01X,00 BROADWAY,Oakland,CA,37.7947313,-122.2771676,94607,29.9,2.8,27.7,3.3
94,THEFT/LARCENY,2018-03-05 17:30:00,18-903836,BURGLARY-AUTO,05X,1900 MYRTLE ST,Oakland,CA,37.8121502,-122.2803742,94607,29.9,2.8,27.7,3.3
95,THEFT/LARCENY,2018-03-06 16:55:00,18-903875,BURGLARY-AUTO,01X,500 EMBARCADERO WEST,Oakland,CA,37.7961976,-122.2782581,94607,29.9,2.8,27.7,3.3
96,THEFT/LARCENY,2018-03-07 20:00:00,18-903881,GRAND THEFT,03X,300 11TH ST,Oakland,CA,37.800864,-122.2689083,94607,29.9,2.8,27.7,3.3
97,THEFT/LARCENY,2018-03-09 10:30:00,18-903898,BURGLARY-AUTO,07X,2500 MANDELA PKWY,Oakland,CA,37.81982850000001,-122.2889898,94607,29.9,2.8,27.7,3.3
98,THEFT/LARCENY,2018-03-09 12:25:00,18-903900,GRAND THEFT,03X,300 12TH ST,Oakland,CA,37.8017597,-122.268534,94607,29.9,2.8,27.7,3.3
99,THEFT/LARCENY,2018-03-05 12:40:00,18-903789,THEFT,77X,5300 14TH ST,Oakland,CA,37.8167411,-122.3146528,94607,29.9,2.8,27.7,3.3
100,VANDALISM,2018-02-10 19:30:00,18-902757,VANDALISM,01X,400 WEBSTER ST,Oakland,CA,37.7964708,-122.2729141,94607,29.9,2.8,27.7,3.3
101,VANDALISM,2018-02-10 21:30:00,18-902758,VANDALISM,01X,200 WEBSTER ST,Oakland,CA,37.795351,-122.2734748,94607,29.9,2.8,27.7,3.3
102,THEFT/LARCENY,2018-02-10 21:20:00,18-902759,THEFT,03Y,600 9TH ST,Oakland,CA,37.8022863,-122.2769389,94607,29.9,2.8,27.7,3.3
103,VANDALISM,2018-02-10 18:30:00,18-902761,VANDALISM,03X,1000 HARRISON ST,Oakland,CA,37.8001696,-122.269343,94607,29.9,2.8,27.7,3.3
104,ASSAULT,2018-02-19 09:15:00,18-008910,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,800 KIRKHAM WY,Oakland,CA,37.8058908,-122.2919662,94607,29.9,2.8,27.7,3.3
105,THEFT/LARCENY,2018-02-17 19:00:00,18-008705,BURGLARY-AUTO,03Y,700 CLAY ST,Oakland,CA,37.8004693,-122.276602,94607,29.9,2.8,27.7,3.3
106,THEFT/LARCENY,2018-02-13 11:35:00,18-903108,BURGLARY-AUTO,03X,900 FALLON ST,Oakland,CA,37.7968647,-122.2631464,94607,29.9,2.8,27.7,3.3
107,THEFT/LARCENY,2018-02-17 05:20:00,18-008567,BURGLARY-AUTO,03X,700 BROADWAY,Oakland,CA,37.7995061,-122.2741467,94607,29.9,2.8,27.7,3.3
108,THEFT/LARCENY,2018-02-17 14:00:00,18-008728,GRAND THEFT,03X,200 9TH ST,Oakland,CA,37.7985622,-122.2673876,94607,29.9,2.8,27.7,3.3
109,ASSAULT,2018-02-27 18:40:00,17-057206,BATTERY,03X,900 JACKSON ST,Oakland,CA,37.798682,-122.2670282,94607,29.9,2.8,27.7,3.3
110,THEFT/LARCENY,2018-01-16 11:00:00,18-901930,BURGLARY-AUTO,01X,00 4TH ST,Oakland,CA,37.7928439,-122.2637614,94607,29.9,2.8,27.7,3.3
111,VANDALISM,2018-02-11 23:30:00,18-902784,VANDALISM,03Y,800 WASHINGTON ST,Oakland,CA,37.8006937,-122.2749813,94607,29.9,2.8,27.7,3.3
112,FRAUD,2018-02-11 15:54:00,18-902785,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,03X,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607,29.9,2.8,27.7,3.3
113,VANDALISM,2018-02-15 23:08:00,18-902918,VANDALISM,03Y,900 CLAY ST,Oakland,CA,37.8018269,-122.2757545,94607,29.9,2.8,27.7,3.3
114,VANDALISM,2018-02-15 22:15:00,18-902920,VANDALISM,03Y,400 10TH ST,Oakland,CA,37.8015821,-122.2729562,94607,29.9,2.8,27.7,3.3
115,ASSAULT,2018-02-18 18:09:00,18-008821,BATTERY,02X,1100 KIRKHAM WY,Oakland,CA,37.8078015,-122.2912982,94607,29.9,2.8,27.7,3.3
116,ASSAULT,2018-02-16 07:50:00,18-008382,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05Y,1500 MARITIME ST,Oakland,CA,37.80218259999999,-122.3078085,94607,29.9,2.8,27.7,3.3
117,ASSAULT,2018-02-16 09:30:00,18-008399,EXHIBIT FIREARM,03X,600 WEBSTER ST,Oakland,CA,37.79788569999999,-122.2718826,94607,29.9,2.8,27.7,3.3
118,VANDALISM,2018-02-11 09:00:00,18-902796,VANDALISM,02Y,1600 10TH ST,Oakland,CA,37.80841849999999,-122.2963131,94607,29.9,2.8,27.7,3.3
119,THEFT/LARCENY,2018-02-13 12:00:00,18-902799,GRAND THEFT,03X,300 9TH ST,Oakland,CA,37.7994965,-122.2697819,94607,29.9,2.8,27.7,3.3
120,VANDALISM,2018-02-10 22:04:00,18-902808,VANDALISM,03Y,500 10TH ST,Oakland,CA,37.8019727,-122.2734605,94607,29.9,2.8,27.7,3.3
121,MOTOR VEHICLE THEFT,2018-02-17 08:00:00,18-008673,VEHICLE THEFT - AUTO,07X,2500 LINDEN ST,Oakland,CA,37.8175431,-122.2806773,94607,29.9,2.8,27.7,3.3
122,MOTOR VEHICLE THEFT,2018-02-18 13:58:00,18-008777,VEHICLE THEFT - AUTO,02X,1100 5TH ST,Oakland,CA,37.8029047,-122.2885583,94607,29.9,2.8,27.7,3.3
123,THEFT/LARCENY,2018-01-14 01:02:00,18-901833,THEFT,03X,800 OAK ST,Oakland,CA,37.7969513,-122.2654454,94607,29.9,2.8,27.7,3.3
124,MOTOR VEHICLE THEFT,2018-02-17 22:34:00,18-008610,VEHICLE THEFT - AUTO,05X,1400 MANDELA PKWY,Oakland,CA,37.8122218,-122.2908038,94607,29.9,2.8,27.7,3.3
125,ASSAULT,2018-03-18 04:04:00,18-013805,BATTERY,05X,800 W GRAND AV,Oakland,CA,37.8137402,-122.276118,94607,29.9,2.8,27.7,3.3
126,VANDALISM,2018-02-11 20:00:00,18-902821,VANDALISM,01X,500 3RD ST,Oakland,CA,37.7972526,-122.2771373,94607,29.9,2.8,27.7,3.3
127,THEFT/LARCENY,2018-02-18 19:45:00,18-008827,BURGLARY-AUTO,01X,200 JEFFERSON ST,Oakland,CA,37.7974825,-122.2799243,94607,29.9,2.8,27.7,3.3
128,MOTOR VEHICLE THEFT,2018-02-17 18:30:00,18-008688,VEHICLE THEFT - AUTO,01X,100 WASHINGTON ST,Oakland,CA,37.7960837,-122.2773515,94607,29.9,2.8,27.7,3.3
129,ROBBERY,2018-02-08 01:19:00,18-007002,ROBBERY-FIREARM,03Y,8TH ST & JEFFERSON ST,Oakland,CA,37.8016171,-122.2773659,94607,29.9,2.8,27.7,3.3
130,ASSAULT,2018-03-18 05:00:00,18-013809,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,1700 11TH ST,Oakland,CA,37.8104827,-122.2982719,94607,29.9,2.8,27.7,3.3
131,ROBBERY,2030-01-11 19:00:00,14-023460,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,3600 BLK OF INTERNATIONAL BL,Oakland,CA,37.7758827,-122.2218341,94601,27.5,2.3,25.0,2.4
132,WEAPONS,2018-03-15 13:15:00,18-013400,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,27X,1400 44TH AV,Oakland,CA,37.7719964,-122.2139418,94601,27.5,2.3,25.0,2.4
133,MOTOR VEHICLE THEFT,2018-03-15 15:25:00,18-013423,VEHICLE THEFT - AUTO,21Y,3200 LYNDE ST,Oakland,CA,37.7899304,-122.2161637,94601,27.5,2.3,25.0,2.4
134,DRUGS/ALCOHOL VIOLATIONS,2018-03-15 17:45:00,18-013450,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,21X,2100 MITCHELL ST,Oakland,CA,37.7853263,-122.226034,94601,27.5,2.3,25.0,2.4
135,VANDALISM,2040-01-01 00:00:00,14-031456,"VANDALISM [UNDER $1,000] (AMENDED)",20X,2600 E 12TH ST,Oakland,CA,37.78014450000001,-122.2323411,94601,27.5,2.3,25.0,2.4
136,THEFT/LARCENY,2018-03-15 15:55:00,18-013457,BURGLARY-AUTO,23X,3400 E 12TH ST,Oakland,CA,37.7760572,-122.2237023,94601,27.5,2.3,25.0,2.4
137,THEFT/LARCENY,2018-02-23 13:18:00,18-903604,THEFT,20X,2900 INTERNATIONAL BLVD,Oakland,CA,37.7793154,-122.2287609,94601,27.5,2.3,25.0,2.4
138,THEFT/LARCENY,2018-01-14 03:30:00,18-901692,GRAND THEFT,20X,400 DERBY AV,Oakland,CA,37.7715678,-122.2315944,94601,27.5,2.3,25.0,2.4
139,THEFT/LARCENY,2018-01-17 04:05:00,18-901717,GRAND THEFT,20X,400 DERBY AV,Oakland,CA,37.7715678,-122.2315944,94601,27.5,2.3,25.0,2.4
140,DISTURBING THE PEACE,2018-01-17 16:44:00,18-901723,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,20X,2900 INTERNATIONAL BLVD,Oakland,CA,37.7793154,-122.2287609,94601,27.5,2.3,25.0,2.4
141,THEFT/LARCENY,2018-01-19 07:30:00,18-901696,BURGLARY-AUTO,27X,4500 BOND ST,Oakland,CA,37.7734868,-122.2113434,94601,27.5,2.3,25.0,2.4
142,DISTURBING THE PEACE,2018-03-09 08:00:00,18-012343,DISTURB THE PEACE,27X,5400 BANCROFT AV,Oakland,CA,37.7720246,-122.2006248,94601,27.5,2.3,25.0,2.4
