,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip
8383,THEFT/LARCENY,2018-02-03 08:00:00,18-902441,GRAND THEFT,05Y,300 BURMA RD,Oakland,CA,37.8214676,-122.3191906,94607
8384,THEFT/LARCENY,2018-02-05 07:00:00,18-902442,THEFT,16Y,900 HOLLYWOOD AV,Oakland,CA,37.8126368,-122.2185575,94602
8385,ASSAULT,2018-03-16 00:00:00,18-013499,BATTERY,10Y,800 45TH ST,Oakland,CA,37.8340159,-122.2700734,94608
8386,THEFT/LARCENY,2018-02-23 20:15:00,18-903605,THEFT,04X,2200 MARTIN LUTHER KING JR W,Oakland,CA,37.8120238,-122.2729209,94612
8387,FRAUD,2018-02-03 18:00:00,18-902443,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,15X,600 ALMA AV,Oakland,CA,37.8040457,-122.2391766,94610
8388,THEFT/LARCENY,2018-03-12 00:00:00,18-013618,THEFT,14Y,IFO 494 JEAN ST,Oakland,CA,0.0,0.0,0
8389,THEFT/LARCENY,2018-02-07 00:00:00,18-902564,BURGLARY-AUTO,03X,100 13TH ST,Oakland,CA,37.8003905,-122.2633402,94612
8390,THEFT/LARCENY,2018-03-09 12:30:00,18-903893,GRAND THEFT,03Y,1200 CLAY ST,Oakland,CA,37.8041164,-122.2739844,94612
8391,VANDALISM,2018-02-06 05:00:00,18-902574,VANDALISM,22Y,3200 MACARTHUR BLVD,Oakland,CA,37.7960733,-122.2028502,94602
8392,THEFT/LARCENY,2018-02-07 15:30:00,18-902577,GRAND THEFT,12Y,5300 COLLEGE AV,Oakland,CA,37.83789429999999,-122.2510758,94618
8393,THEFT/LARCENY,2018-02-06 18:30:00,18-902579,THEFT,15X,2900 PARK BLVD,Oakland,CA,37.802604,-122.238561,94610
8394,ASSAULT,2018-03-16 16:17:00,18-013592,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1400 BLK 89TH AVE,Oakland,CA,37.7503729,-122.1748387,94621
8395,HOMICIDE,2018-03-15 04:10:00,18-013299,MURDER:FIRST DEGREE,15X,1900 LAKESHORE AV,Oakland,CA,37.8026045,-122.2539093,94606
8396,BURGLARY,2018-03-15 00:00:00,18-013300,BURGLARY-FORCIBLE ENTRY,34X,1400 88TH AVE,Oakland,CA,37.7510618,-122.1753492,94621
8397,THEFT/LARCENY,2018-03-15 06:22:00,18-013302,BURGLARY-AUTO,07X,3400 MAGNOLIA ST,Oakland,CA,37.825768,-122.2814647,94608
8398,MOTOR VEHICLE THEFT,2018-03-15 08:00:00,18-013306,VEHICLE THEFT - AUTO,32X,1000 100TH AV,Oakland,CA,37.7394513,-122.1751488,94603
8399,MOTOR VEHICLE THEFT,2018-03-14 19:00:00,18-013309,VEHICLE THEFT - AUTO,14X,400 ORANGE ST,Oakland,CA,37.8168547,-122.2545546,94610
8400,THEFT/LARCENY,2018-01-29 21:00:00,18-008988,THEFT,99X,3300 EDINBURGH RD,Oakland,CA,37.6925287,-121.7610918,94551
8401,BURGLARY,2018-02-04 22:00:00,18-902445,BURGLARY-FORCIBLE ENTRY,16Y,1400 E 38TH ST,Oakland,CA,37.8040333,-122.2270779,94602
8402,VANDALISM,2018-02-05 08:00:00,18-902446,VANDALISM,35X,9300 HILLSIDE ST,Oakland,CA,37.7529219,-122.1620763,94603
8403,VANDALISM,2018-02-05 09:10:00,18-902450,VANDALISM,12Y,5200 SHAFTER AV,Oakland,CA,37.8379448,-122.2572709,94618
8404,VANDALISM,2018-02-04 16:00:00,18-902451,VANDALISM,08X,500 23RD ST,Oakland,CA,37.8126097,-122.2688144,94612
8405,VANDALISM,2018-02-05 08:00:00,18-902452,VANDALISM,03Y,6500 14TH ST,Oakland,CA,37.7628517,-122.1942313,94621
8406,VANDALISM,2018-03-02 10:40:00,18-903606,VANDALISM,01X,400 HARRISON ST,Oakland,CA,37.7958755,-122.2717023,94607
8407,THEFT/LARCENY,2018-03-01 23:20:00,18-903607,BURGLARY-AUTO,12X,4300 TELEGRAPH AVE,Oakland,CA,37.8318807,-122.2634761,94609
8408,THEFT/LARCENY,2018-03-09 16:30:00,18-903894,BURGLARY-AUTO,77X,CASTRO ST,Oakland,CA,37.80533,-122.2779683,0
8409,THEFT/LARCENY,2018-02-07 11:30:00,18-902586,GRAND THEFT,16X,3200 LAKESHORE AV,Oakland,CA,37.8100554,-122.2454436,94610
8410,THEFT/LARCENY,2018-03-09 07:15:00,18-903895,BURGLARY-AUTO,77X,W MACARTHUR BLVD,Oakland,CA,37.82768,-122.2727205,0
8411,THEFT/LARCENY,2018-03-09 10:30:00,18-903898,BURGLARY-AUTO,07X,2500 MANDELA PKWY,Oakland,CA,37.81982850000001,-122.2889898,94607
8412,THEFT/LARCENY,2018-03-09 12:25:00,18-903900,GRAND THEFT,03X,300 12TH ST,Oakland,CA,37.8017597,-122.268534,94607
8413,THEFT/LARCENY,2018-02-06 20:30:00,18-902588,BURGLARY-AUTO,24X,3700 NEVIL ST,Oakland,CA,37.7857515,-122.2087687,94601
8414,THEFT/LARCENY,2018-03-09 11:00:00,18-903906,THEFT,30X,1800 78TH AVE,Oakland,CA,37.7608912,-122.1781979,94621
8415,THEFT/LARCENY,2018-03-14 21:00:00,18-013329,BURGLARY-AUTO,14Y,400 CRESCENT ST,Oakland,CA,37.8136359,-122.2500807,94610
8416,MOTOR VEHICLE THEFT,2018-03-14 22:00:00,18-013330,VEHICLE THEFT - AUTO,35X,9100 CASTLEWOOD ST.,Oakland,CA,37.7576162,-122.153516,94605
8417,ASSAULT,2018-02-06 06:00:00,18-011242,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30Y,6600 FOOTHILL BLVD,Oakland,CA,37.7705638,-122.181545,94605
8418,THEFT/LARCENY,2018-03-14 21:00:00,18-013317,GRAND THEFT,15X,200 ATHOL AV,Oakland,CA,37.8005895,-122.2522224,94606
8419,BURGLARY,2018-03-14 16:00:00,18-013318,BURGLARY-NO FORCE,04X,2100 WEBSTER ST,Oakland,CA,37.8103714,-122.2663192,94612
8420,MOTOR VEHICLE THEFT,2018-03-15 06:30:00,18-013324,VEHICLE THEFT - AUTO,31Y,300 CLARA ST,Oakland,CA,37.7329017,-122.1883738,94603
8421,MOTOR VEHICLE THEFT,2018-03-15 10:23:00,18-013332,VEHICLE THEFT - AUTO,19X,100 E.12TH ST.,Oakland,CA,37.7981334,-122.2581071,94606
8422,FRAUD,2018-02-02 19:00:00,18-902453,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,35X,9300 GOLF LINKS RD,Oakland,CA,37.75609,-122.153383,94605
8423,THEFT/LARCENY,2018-02-27 23:00:00,18-903608,BURGLARY-AUTO,,18TH ST,Oakland,CA,37.8118548,-122.2829923,0
8424,VANDALISM,2018-02-05 09:05:00,18-902454,VANDALISM,24X,2000 40TH AV,Oakland,CA,37.7788981,-122.2135147,94601
8425,VANDALISM,2018-02-03 19:55:00,18-902455,VANDALISM,14X,100 PERRY PL,Oakland,CA,37.8186414,-122.2541539,94610
8426,THEFT/LARCENY,2018-02-05 03:45:00,18-902456,BURGLARY-AUTO,13Z,5800 MENDOZA DR,Oakland,CA,37.8323691,-122.2091234,94611
8427,FRAUD,2018-02-05 08:40:00,18-902457,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,27Y,5400 BANCROFT AV,Oakland,CA,37.7720246,-122.2006248,94601
8428,THEFT/LARCENY,2018-03-01 20:30:00,18-903611,BURGLARY-AUTO,04X,500 16TH ST,Oakland,CA,37.8061123,-122.2704672,94612
8429,THEFT/LARCENY,2018-02-03 06:30:00,18-902580,GRAND THEFT:DOG,33X,1100 86TH AV,Oakland,CA,37.75009900000001,-122.18129,94621
8430,THEFT/LARCENY,2018-02-02 15:55:00,18-902581,BURGLARY-AUTO,23X,3900 ALAMEDA AV,Oakland,CA,37.7682049,-122.226248,94601
8431,BURGLARY,2018-02-07 10:00:00,18-902582,BURGLARY-FORCIBLE ENTRY,12Y,300 51ST ST,Oakland,CA,37.8345493,-122.2524154,94609
8432,DISTURBING THE PEACE,2018-03-06 00:00:00,18-012418,DISTURB THE PEACE,29X,6600 BANCROFT AV,Oakland,CA,37.7700163,-122.1830971,94605
8433,BURGLARY,2018-03-14 19:00:00,18-013333,BURGLARY-FORCIBLE ENTRY,04X,1400 FRANKLIN ST,Oakland,CA,37.8039283,-122.2697944,94612
8434,THEFT/LARCENY,2018-02-03 17:00:00,18-902178,BURGLARY-AUTO,31Y,8400 EDES AV,Oakland,CA,37.742063,-122.194795,94621
8435,VANDALISM,2018-02-03 17:07:00,18-902383,VANDALISM,32Y,10700 MACARTHUR BLVD,Oakland,CA,37.7431042,-122.1503889,94605
8436,BURGLARY,2018-02-03 07:00:00,18-902378,BURGLARY-FORCIBLE ENTRY,15X,900 MACARTHUR BLVD,Oakland,CA,37.806396,-122.2385561,94610
8437,VANDALISM,2018-02-03 11:50:00,18-902381,VANDALISM,03X,1300 WEBSTER ST,Oakland,CA,37.8027469,-122.268832,94612
8438,VANDALISM,2018-02-03 16:50:00,18-902382,VANDALISM,04X,1900 MARTIN LUTHER KING JR W,Oakland,CA,37.8092868,-122.2737628,94612
8439,VANDALISM,2018-02-02 20:45:00,18-902387,VANDALISM,10X,5600 SAN PABLO AV,Oakland,CA,37.8392051,-122.282263,94608
8440,THEFT/LARCENY,2018-02-24 20:50:00,18-903613,BURGLARY-AUTO,03X,400 8TH ST,Oakland,CA,37.7997317,-122.2725336,94607
8441,THEFT/LARCENY,2018-02-03 05:00:00,18-902505,GRAND THEFT,23X,4000 ALAMEDA AV,Oakland,CA,37.76987889999999,-122.2232323,94601
8442,THEFT/LARCENY,2018-02-13 01:00:00,18-903612,BURGLARY-AUTO,16Y,900 GLENDOME CIRCLE,Oakland,CA,37.8124218,-122.2204387,94602
8443,FRAUD,2018-02-06 20:25:00,18-902506,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,22X,1800 LEIMERT BLVD,Oakland,CA,37.8125168,-122.210941,94602
8444,THEFT/LARCENY,2018-02-06 11:30:00,18-902507,BURGLARY-AUTO,03X,300 14TH ST,Oakland,CA,37.8030737,-122.2676825,94612
8445,BURGLARY,2018-02-06 01:00:00,18-902508,BURGLARY-FORCIBLE ENTRY,14X,400 LAGUNITAS AV,Oakland,CA,37.8100113,-122.251231,94610
8446,THEFT/LARCENY,2018-02-04 20:00:00,18-902504,THEFT,15X,600 BROOKLYN AV,Oakland,CA,37.8048776,-122.2488004,94606
8447,THEFT/LARCENY,2018-02-06 19:40:00,18-902583,BURGLARY-AUTO,14X,500 GRAND AV,Oakland,CA,37.808883,-122.251346,94610
8448,BURGLARY,2018-02-05 20:00:00,18-902584,BURGLARY-FORCIBLE ENTRY,09X,200 MATHER ST,Oakland,CA,37.8314508,-122.2490639,94611
8449,THEFT/LARCENY,2018-02-02 11:45:00,18-902585,BURGLARY-AUTO,08X,23RD ST & BROADWAY,Oakland,CA,37.8121552,-122.2662422,94612
8450,THEFT/LARCENY,2018-02-03 10:55:00,18-902389,BURGLARY-AUTO,15X,1800 LAKESHORE AV,Oakland,CA,37.8007469,-122.2539717,94606
8451,THEFT/LARCENY,2018-02-03 09:15:00,18-902390,BURGLARY-AUTO,05X,900 21ST ST,Oakland,CA,37.81341750000001,-122.2790589,94607
8452,THEFT/LARCENY,2018-02-02 20:30:00,18-902391,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,37.8133668,-122.264565,94612
8453,THEFT/LARCENY,2018-02-03 06:30:00,18-902392,BURGLARY-AUTO,31Y,8400 ENTERPRISE WY,Oakland,CA,37.7442779,-122.1945592,94621
8454,VANDALISM,2018-02-03 00:00:00,18-902393,VANDALISM,08X,200 24TH ST,Oakland,CA,37.8128211,-122.2620629,94612
8455,THEFT/LARCENY,2018-02-02 20:00:00,18-902394,BURGLARY-AUTO,04X,600 20TH ST,Oakland,CA,37.8101561,-122.2717142,94612
8456,FRAUD,2018-02-06 17:35:00,18-902509,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,16Y,3900 WOODRUFF AV,Oakland,CA,37.8038922,-122.2218335,94602
8457,THEFT/LARCENY,2018-03-02 02:00:00,18-903614,GRAND THEFT,04X,2000 CASTRO ST,Oakland,CA,37.8106116,-122.2746712,94612
8458,THEFT/LARCENY,2018-03-01 22:00:00,18-903615,BURGLARY-AUTO,04X,500 16TH ST,Oakland,CA,37.8061123,-122.2704672,94612
8459,THEFT/LARCENY,2018-02-06 12:03:00,18-902511,THEFT,13Y,6800 CHARING CROSS RD,Oakland,CA,37.8554452,-122.2242331,94705
8460,THEFT/LARCENY,2018-03-01 22:00:00,18-903616,BURGLARY-AUTO,34X,1900 83RD AVE,Oakland,CA,37.7575534,-122.1734396,94621
8461,VANDALISM,2018-03-01 20:30:00,18-903617,VANDALISM,17X,500 E 20TH ST,Oakland,CA,37.7989973,-122.2474736,94606
8462,THEFT/LARCENY,2018-03-01 20:00:00,18-903618,BURGLARY-AUTO,,GRAND AVE,Oakland,CA,37.8112953,-122.2451399,94610
8463,THEFT/LARCENY,2018-02-02 18:00:00,18-902405,GRAND THEFT,77X,1500 PULLMAN WAY,Oakland,CA,37.8153618,-122.2978762,94607
8464,THEFT/LARCENY,2018-02-02 21:00:00,18-902395,BURGLARY-AUTO,01X,600 2ND ST,Oakland,CA,37.7974802,-122.2799404,94607
8465,THEFT/LARCENY,2018-02-04 13:25:00,18-902406,THEFT,15X,600 BEACON ST,Oakland,CA,37.8079884,-122.2468522,94610
8466,VANDALISM,2018-02-02 01:30:00,18-902396,VANDALISM,17Y,2600 9TH AV,Oakland,CA,37.8003234,-122.2395312,94606
8467,THEFT/LARCENY,2018-02-04 18:00:00,18-902401,THEFT,04X,2000 BROADWAY,Oakland,CA,37.8093419,-122.2677371,94612
8468,THEFT/LARCENY,2018-02-04 03:30:00,18-902402,GRAND THEFT,07X,800 ISABELLA ST,Oakland,CA,37.8142825,-122.2779507,94607
8469,THEFT/LARCENY,2018-02-04 12:35:00,18-902407,BURGLARY-AUTO,09X,4500 PLEASANT VALLEY CT N,Oakland,CA,37.8306977,-122.2454913,94611
8470,VANDALISM,2018-03-01 20:30:00,18-903619,VANDALISM,04X,2200 BROADWAY,Oakland,CA,37.8109785,-122.2665593,94612
8471,VANDALISM,2018-03-01 17:15:00,18-903621,VANDALISM,04X,1400 HARRISON ST,Oakland,CA,37.8029381,-122.2675967,94612
8472,THEFT/LARCENY,2018-03-01 17:50:00,18-903622,BURGLARY-AUTO,08X,2900 BROADWAY,Oakland,CA,37.8174993,-122.2614008,94611
8473,VANDALISM,2018-03-02 09:45:00,18-903623,VANDALISM,,37TH & MARKET,Oakland,CA,37.8271552,-122.2748042,94608
8474,VANDALISM,2018-03-02 17:30:00,18-903624,VANDALISM,12Y,6200 HARWOOD AVE,Oakland,CA,37.8498601,-122.2482397,94618
8475,MOTOR VEHICLE THEFT,2018-02-02 16:10:00,18-902514,ATTEMPT VEHICLE THEFT-AUTO,22Y,CAMPUS DR,Oakland,CA,37.7841347,-122.1603872,0
8476,THEFT/LARCENY,2018-02-04 01:00:00,18-902517,BURGLARY-AUTO,77X,7TH ST,Oakland,CA,37.805542,-122.2960263,0
8477,THEFT/LARCENY,2018-02-28 14:00:00,18-903625,THEFT,04X,300 20TH ST,Oakland,CA,37.81736739999999,-122.2942569,94607
8478,ASSAULT,2018-03-06 10:49:00,18-012452,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,27Y,6000 INTERNATIONAL BLVD,Oakland,CA,37.7649183,-122.1983283,94621
8479,THEFT/LARCENY,2018-02-03 19:00:00,18-902416,BURGLARY-AUTO,08X,2700 TELEGRAPH AV,Oakland,CA,37.8162453,-122.267894,94612
8480,THEFT/LARCENY,2018-02-04 13:45:00,18-902408,GRAND THEFT,04X,2000 WEBSTER ST,Oakland,CA,37.8084841,-122.2660719,94612
8481,THEFT/LARCENY,2018-03-14 16:20:00,18-013341,GRAND THEFT,03X,300 9TH ST,Oakland,CA,37.7994965,-122.2697819,94607
8482,ASSAULT,2018-03-15 10:20:00,18-013355,ADW WITH FORCE: POSSIBLE GBI,09X,3800 HOWE ST,Oakland,CA,37.8242679,-122.256023,94611
8483,THEFT/LARCENY,2018-02-03 12:00:00,18-902414,BURGLARY-AUTO,03Y,CLAY ST & 8TH ST,Oakland,CA,37.8011612,-122.276183,94607
8484,VANDALISM,2018-02-03 23:59:00,18-902417,VANDALISM,16X,800 ROSEMOUNT RD,Oakland,CA,37.8087902,-122.2371822,94610
8485,ASSAULT,2018-03-15 11:25:00,18-013356,BATTERY,26Y,7200 INTERNATIONAL BLVD,Oakland,CA,37.7599106,-122.1876865,94621
8486,THEFT/LARCENY,2018-03-02 22:00:00,18-903626,BURGLARY-AUTO,,2ND ST,Oakland,CA,37.7960365,-122.2762985,0
8487,THEFT/LARCENY,2018-03-03 13:30:00,18-903627,BURGLARY-AUTO,,8TH ST,Oakland,CA,37.8048507,-122.2878486,0
8488,THEFT/LARCENY,2018-03-03 15:55:00,18-903629,THEFT,03Y,400 9TH ST,Oakland,CA,37.80041990000001,-122.2721166,94607
8489,THEFT/LARCENY,2018-02-04 00:55:00,18-902521,GRAND THEFT,09X,4400 GILBERT ST,Oakland,CA,37.8321401,-122.2513373,94611
8490,THEFT/LARCENY,2018-02-05 08:45:00,18-902522,GRAND THEFT,04X,1900 BROADWAY,Oakland,CA,37.8078198,-122.2686665,94612
8491,VANDALISM,2018-02-03 17:15:00,18-902518,VANDALISM,14X,300 EUCLID AV,Oakland,CA,37.813983,-122.2527935,94610
8492,VANDALISM,2018-03-02 23:00:00,18-903630,VANDALISM,12Y,5900 CHABOLYN TERRACE,Oakland,CA,37.8501721,-122.244254,94618
8493,THEFT/LARCENY,2018-02-28 14:45:00,18-903631,THEFT,03Y,600 13TH ST,Oakland,CA,37.80572840000001,-122.2762971,94612
8494,ROBBERY,2018-01-01 03:40:00,18-000060,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,300 MACARTHUR BLVD,Oakland,CA,37.8145724,-122.2515947,94610
8495,BURGLARY,2018-02-03 12:40:00,18-902418,BURGLARY-FORCIBLE ENTRY,02X,1000 CHESTNUT ST,Oakland,CA,37.805832,-122.2863575,94607
8496,THEFT/LARCENY,2018-02-04 07:00:00,18-902420,THEFT,16X,800 NORTHVALE RD,Oakland,CA,37.80855529999999,-122.2372133,94610
8497,ASSAULT,2018-03-15 11:30:00,18-013392,THREAT CRIME:INT:TERRORIZE,04X,1500 WEBSTER STREET (ENVISIO,Oakland,CA,37.8047492,-122.268433,94612
8498,THEFT/LARCENY,2018-02-03 23:30:00,18-902421,BURGLARY-AUTO,03X,300 12TH ST,Oakland,CA,37.8017597,-122.268534,94607
8499,THEFT/LARCENY,2018-02-03 23:30:00,18-902423,BURGLARY-AUTO,03X,1200 FRANKLIN ST,Oakland,CA,37.8024773,-122.2708269,94612
8500,THEFT/LARCENY,2018-02-03 18:50:00,18-902425,GRAND THEFT,23X,3900 ALAMEDA AV,Oakland,CA,37.7682049,-122.226248,94601
8501,VANDALISM,2018-03-03 00:15:00,18-903632,VANDALISM,08X,2600 BROADWAY,Oakland,CA,37.8148442,-122.2645305,94612
8502,FRAUD,2018-02-28 14:00:00,18-903633,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,21Y,2100 WOODBINE AVE,Oakland,CA,37.7979142,-122.2192307,94602
8503,THEFT/LARCENY,2018-03-02 22:00:00,18-903634,BURGLARY-AUTO,02Y,1700 12TH ST,Oakland,CA,37.8112548,-122.2976642,94607
8504,THEFT/LARCENY,2018-03-03 13:30:00,18-903636,THEFT,22X,3500 FRUITVALE AVE,Oakland,CA,37.8002191,-122.2159381,94602
8505,FRAUD,2018-03-02 23:10:00,18-903638,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,21Y,3100 BROOKDALE AVE,Oakland,CA,37.7917722,-122.2147885,94602
8506,THEFT/LARCENY,2018-03-03 11:55:00,18-903639,BURGLARY-AUTO,14Y,400 LAKE PARK AVE,Oakland,CA,37.8114455,-122.2478739,94610
8507,BURGLARY,2018-03-03 04:00:00,18-903640,BURGLARY-FORCIBLE ENTRY,15X,1800 LAKESHORE AVE,Oakland,CA,37.8007469,-122.2539717,94606
8508,BURGLARY,2018-02-28 00:00:00,18-903642,BURGLARY-FORCIBLE ENTRY,09X,3900 HARRISON ST,Oakland,CA,37.8213987,-122.2501674,94611
8509,ASSAULT,2018-03-11 18:17:00,18-012685,ATTEMPTED MURDER:FIRST DEGREE,10Y,900 40TH ST,Oakland,CA,37.8307151,-122.2739522,94608
8510,BURGLARY,2018-03-16 12:30:00,18-013566,BURGLARY-NO FORCE,17Y,1000 E 22ND ST,Oakland,CA,37.7973529,-122.2422828,94606
8511,THEFT/LARCENY,2018-03-16 01:01:00,18-013567,THEFT,30Y,3000 75TH AV,Oakland,CA,37.7701258,-122.1690206,94605
8512,ROBBERY,2018-03-16 14:00:00,18-013574,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",15X,200 E 18TH ST,Oakland,CA,37.8004308,-122.2534467,94606
8513,DISTURBING THE PEACE,2018-03-14 10:03:00,18-013395,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,02Y,1500 12TH ST,Oakland,CA,37.8098882,-122.2944479,94607
8514,WEAPONS,2018-03-15 13:15:00,18-013400,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,27X,1400 44TH AV,Oakland,CA,37.7719964,-122.2139418,94601
8515,MOTOR VEHICLE THEFT,2018-03-15 21:00:00,18-013518,VEHICLE THEFT - AUTO,22X,2700 MONTEREY BLVD,Oakland,CA,37.8150462,-122.2023614,94602
8516,BURGLARY,2018-03-15 00:00:00,18-013519,BURGLARY-FORCIBLE ENTRY,14X,600 GRAND AV,Oakland,CA,37.809648,-122.24968,94610
8517,THEFT/LARCENY,2018-02-17 21:00:00,18-903643,THEFT,12X,4100 TELEGRAPH AVE,Oakland,CA,37.8296334,-122.2639753,94609
8518,THEFT/LARCENY,2018-03-01 09:10:00,18-903644,GRAND THEFT,14Y,3300 LAKESHORE AVE,Oakland,CA,37.8104932,-122.2439852,94610
8519,BURGLARY,2018-03-02 16:00:00,18-903645,BURGLARY-FORCIBLE ENTRY,08X,100 FRISBIE ST,Oakland,CA,37.8192173,-122.2597054,94611
8520,THEFT/LARCENY,2018-03-02 20:00:00,18-903646,BURGLARY-AUTO,08X,400 26TH ST,Oakland,CA,37.8153427,-122.2662836,94612
8521,VANDALISM,2018-03-03 00:00:00,18-903647,VANDALISM,01X,8TH ST CLAY ST,Oakland,CA,37.8005481,-122.2741687,94607
8522,THEFT/LARCENY,2018-03-02 11:30:00,18-903648,BURGLARY-AUTO,03X,1000 WEBSTER ST,Oakland,CA,37.8006289,-122.2705105,94607
8523,THEFT/LARCENY,2018-03-02 22:30:00,18-903649,BURGLARY-AUTO,,MANDANA BOULEVARD,Oakland,CA,37.8112936,-122.2343498,94610
8524,DUI,2018-03-12 14:00:00,18-013520,DRIV:SUSP/ETC LIC:DUI:VIO,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607
8525,VANDALISM,2018-03-15 13:15:00,18-013405,VANDALISM,16X,3200 LAKESHORE AV,Oakland,CA,37.8100554,-122.2454436,94610
8526,MOTOR VEHICLE THEFT,2018-03-12 04:00:00,18-013406,VEHICLE THEFT - AUTO,27X,6200 SEMINARY AV,Oakland,CA,37.7805221,-122.1748299,94605
8527,ASSAULT,2018-03-15 12:15:00,18-013409,BATTERY,26X,6700 LEONA CREEK DR,Oakland,CA,37.75748189999999,-122.1998422,94621
8528,BURGLARY,2018-02-02 14:00:00,18-902426,BURGLARY-FORCIBLE ENTRY,31Y,9400 OSCAR AV,Oakland,CA,37.73876870000001,-122.1863419,94603
8529,THEFT/LARCENY,2018-02-05 18:00:00,18-902427,BURGLARY-AUTO,19X,1900 EMBARCADERO,Oakland,CA,37.7831042,-122.2426557,94606
8530,MOTOR VEHICLE THEFT,2018-03-15 14:38:00,18-013420,VEHICLE THEFT - AUTO,22X,2600 MADELINE ST,Oakland,CA,37.8016314,-122.2083008,94602
8531,ASSAULT,2018-03-15 19:52:00,18-013472,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,12Y,6000 COLBY ST,Oakland,CA,37.8468326,-122.2563998,94618
8532,VANDALISM,2018-03-15 21:03:00,18-013474,VANDALISM,13Z,8000 SHEPHERD CANYON RD,Oakland,CA,37.8359061,-122.1873318,94611
8533,THEFT/LARCENY,2018-02-05 12:00:00,18-902523,GRAND THEFT,26X,700 66TH AV,Oakland,CA,37.7549466,-122.2052553,94621
8534,THEFT/LARCENY,2018-03-15 19:00:00,18-013478,THEFT,17Y,2500 IVY DR,Oakland,CA,37.8014299,-122.2419466,94606
8535,FRAUD,2018-02-06 11:35:00,18-902525,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,31Z,10500 CREEKSIDE CIR,Oakland,CA,37.7274384,-122.1813233,94603
8536,BURGLARY,2018-02-06 09:20:00,18-902528,BURGLARY-FORCIBLE ENTRY,09X,00 YOSEMITE AV,Oakland,CA,37.8239176,-122.2556569,94611
8537,ASSAULT,2018-03-15 14:40:00,18-013421,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,29X,6600 BRANN ST,Oakland,CA,37.7712485,-122.1815007,94605
8538,MOTOR VEHICLE THEFT,2018-02-02 18:00:00,18-902428,ATTEMPT VEHICLE THEFT-AUTO,01X,200 WASHINGTON ST,Oakland,CA,37.7965477,-122.2775582,94607
8539,MOTOR VEHICLE THEFT,2018-03-15 15:25:00,18-013423,VEHICLE THEFT - AUTO,21X,3200 BLK LYNDE ST.,Oakland,CA,37.7899304,-122.2161637,94601
8540,THEFT/LARCENY,2018-02-05 18:20:00,18-902429,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,37.8133668,-122.264565,94612
8541,DISTURBING THE PEACE,2018-03-09 00:00:00,18-013428,DISTURB THE PEACE,32Y,2000 107TH AV,Oakland,CA,37.7400291,-122.1596314,94603
8542,MOTOR VEHICLE THEFT,2018-03-12 15:00:00,18-013432,VEHICLE THEFT - AUTO,30Y,2600 73RD AV,Oakland,CA,37.766714,-122.175264,94605
8543,DISTURBING THE PEACE,2018-02-05 22:30:00,18-902529,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,05X,1700 CHESTNUT ST,Oakland,CA,37.8115458,-122.283976,94607
8544,THEFT/LARCENY,2018-02-06 07:03:00,18-902530,BURGLARY-AUTO,02Y,1400 7TH ST,Oakland,CA,37.8055949,-122.293898,94607
8545,VANDALISM,2018-02-05 02:00:00,18-902531,VANDALISM,22Y,3900 LAUREL AV,Oakland,CA,37.79752209999999,-122.1997799,94602
8546,THEFT/LARCENY,2018-02-05 17:35:00,18-902533,BURGLARY-AUTO,14Y,WALKER AV & WICKSON AV,Oakland,CA,37.8122175,-122.2464382,94610
8547,THEFT/LARCENY,2018-02-06 04:30:00,18-902534,BURGLARY-AUTO,19X,1700 EMBARCADERO,Oakland,CA,37.7836298,-122.2431482,94606
8548,VANDALISM,2018-02-06 08:00:00,18-902536,VANDALISM,19X,1100 EMBARCADERO,Oakland,CA,37.7836298,-122.2431482,94606
8549,THEFT/LARCENY,2018-02-05 00:00:00,18-902537,BURGLARY-AUTO,31Y,8400 EDES AV,Oakland,CA,37.742063,-122.194795,94621
