,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip
8216,MOTOR VEHICLE THEFT,2018-03-08 13:30:00,18-012141,VEHICLE THEFT - AUTO,17X,18TH ST & 5TH AV,Oakland,CA,37.7983868,-122.2501409,94606
8217,THEFT/LARCENY,2018-01-01 00:00:00,18-900777,BURGLARY-AUTO,09X,300 MONTE VISTA AV,Oakland,CA,37.8229699,-122.2498253,94611
8218,MOTOR VEHICLE THEFT,2017-12-28 10:00:00,18-001663,VEHICLE THEFT - AUTO,21Y,3100 BROOKDALE AV,Oakland,CA,37.7917722,-122.2147885,94602
8219,THEFT/LARCENY,2017-12-31 20:05:00,18-900779,BURGLARY-AUTO,04X,1900 WEBSTER ST,Oakland,CA,37.8069464,-122.2663344,94612
8220,VANDALISM,2017-12-31 00:00:00,18-900781,VANDALISM,21X,2400 26TH AV,Oakland,CA,37.7883901,-122.2251137,94601
8221,THEFT/LARCENY,2017-12-31 16:30:00,18-900782,THEFT,01X,100 WASHINGTON ST,Oakland,CA,37.7960837,-122.2773515,94607
8222,THEFT/LARCENY,2018-01-01 10:00:00,18-900783,THEFT,77X,1500 PRESCOTT ST,Oakland,CA,37.8141747,-122.298483,94607
8223,BURGLARY,2018-01-03 18:20:00,18-900904,BURGLARY-FORCIBLE ENTRY,14Y,400 SANTA CLARA AV,Oakland,CA,37.8128167,-122.2483283,94610
8224,THEFT/LARCENY,2018-01-02 14:00:00,18-900906,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,37.7344015,-122.1976291,94621
8225,THEFT/LARCENY,2018-01-03 14:00:00,18-900908,BURGLARY-AUTO,14Y,3300 GRAND AV,Oakland,CA,37.8127436,-122.2469292,94610
8226,THEFT/LARCENY,2018-01-03 05:30:00,18-900909,BURGLARY-AUTO,08X,500 40TH ST,Oakland,CA,37.829514,-122.264787,94609
8227,VANDALISM,2018-01-04 01:30:00,18-901010,VANDALISM,04X,1700 SAN PABLO AV,Oakland,CA,37.80713710000001,-122.2721269,94612
8228,THEFT/LARCENY,2018-01-03 18:45:00,18-901011,BURGLARY-AUTO,12X,4400 TELEGRAPH AV,Oakland,CA,37.8325471,-122.2632176,94609
8229,VANDALISM,2018-01-03 18:00:00,18-901012,VANDALISM,14Y,700 WALKER AVE,Oakland,CA,37.8114778,-122.246939,94610
8230,THEFT/LARCENY,2017-12-31 16:00:00,18-901013,BURGLARY-AUTO,08X,300 HAWTHORNE AV,Oakland,CA,37.8208617,-122.2612225,94609
8231,THEFT/LARCENY,2018-01-03 19:00:00,18-901014,BURGLARY-AUTO,14X,200 PARK VIEW TER,Oakland,CA,37.8119064,-122.2592946,94610
8232,THEFT/LARCENY,2018-01-03 15:15:00,18-901015,BURGLARY-AUTO,02Y,1400 7TH ST,Oakland,CA,37.8055949,-122.293898,94607
8233,THEFT/LARCENY,2017-12-29 17:00:00,18-901061,BURGLARY-AUTO,31X,300 HEGENBERGER RD,Oakland,CA,37.73451,-122.19717,94621
8234,THEFT/LARCENY,2018-01-04 18:45:00,18-901062,BURGLARY-AUTO,14X,500 GRAND AV,Oakland,CA,37.808883,-122.251346,94610
8235,VANDALISM,2018-01-01 00:00:00,18-900793,VANDALISM,01X,200 4TH ST,Oakland,CA,37.7952107,-122.2687562,94660
8236,VANDALISM,2018-01-01 12:00:00,18-900794,VANDALISM,14X,500 VAN BUREN AV,Oakland,CA,37.810843,-122.2514609,94610
8237,THEFT/LARCENY,2017-12-31 12:51:00,18-900795,GRAND THEFT,02Y,1400 7TH ST,Oakland,CA,37.8055949,-122.293898,94607
8238,VANDALISM,2018-01-01 12:00:00,18-900796,VANDALISM,03X,1300 HARRISON ST,Oakland,CA,37.8022423,-122.2680246,94612
8239,THEFT/LARCENY,2018-01-01 02:00:00,18-900797,BURGLARY-AUTO,04X,1600 WEBSTER ST,Oakland,CA,37.805026,-122.2673644,94612
8240,VANDALISM,2018-01-01 11:45:00,18-900798,VANDALISM,25Y,8100 PHAETON DR,Oakland,CA,37.7716308,-122.1378574,94605
8241,THEFT/LARCENY,2018-01-01 14:55:00,18-900792,THEFT,16X,3200 LAKESHORE AV,Oakland,CA,37.8100554,-122.2454436,94610
8242,THEFT/LARCENY,2018-01-31 08:00:00,18-902322,BURGLARY-AUTO,25X,3700 MACARTHUR BLVD,Oakland,CA,37.7924654,-122.1990373,94619
8243,THEFT/LARCENY,2017-12-21 17:00:00,18-900858,GRAND THEFT,07X,3400 SAN PABLO AVE,Oakland,CA,37.8254935,-122.2778167,94608
8244,THEFT/LARCENY,2018-01-03 16:15:00,18-900911,THEFT,22X,4000 OAKMORE RD,Oakland,CA,37.8088772,-122.2144432,94602
8245,VANDALISM,2017-12-29 19:30:00,18-900913,VANDALISM,12X,400 40TH ST,Oakland,CA,37.8286058,-122.2599187,94609
8246,THEFT/LARCENY,2018-01-31 20:00:00,18-902323,BURGLARY-AUTO,14X,GRAND AV & MACARTHUR BLVD,Oakland,CA,37.8101421,-122.248704,94610
8247,THEFT/LARCENY,2018-01-03 11:30:00,18-900919,THEFT,31X,400 HEGENBERGER RD,Oakland,CA,37.7344015,-122.1976291,94621
8248,VANDALISM,2017-12-31 18:30:00,18-900920,VANDALISM,08X,2300 BROADWAY,Oakland,CA,37.8122473,-122.2657875,94612
8249,THEFT/LARCENY,2018-03-02 23:40:00,18-011772,BURGLARY-AUTO,03X,1200 FRANKLIN ST,Oakland,CA,37.8024773,-122.2708269,94612
8250,THEFT/LARCENY,2018-01-03 09:20:00,18-901016,GRAND THEFT,22Y,3400 GUIDO ST,Oakland,CA,37.8000812,-122.1909899,94602
8251,MOTOR VEHICLE THEFT,2018-03-08 08:30:00,18-012799,VEHICLE THEFT - AUTO,12Y,5900 KEITH AV,Oakland,CA,37.8454886,-122.2483334,94618
8252,THEFT/LARCENY,2018-01-04 14:20:00,18-901082,BURGLARY-AUTO,02Y,800 PINE ST,Oakland,CA,37.8084323,-122.3030656,94607
8253,THEFT/LARCENY,2017-12-21 20:00:00,18-900687,GRAND THEFT,13X,200 SHERIDAN ROAD,Oakland,CA,37.8396245,-122.224058,94618
8254,THEFT/LARCENY,2018-01-01 00:30:00,18-900800,BURGLARY-AUTO,12Y,5200 REDONDO AV,Oakland,CA,37.8379222,-122.260824,94618
8255,THEFT/LARCENY,2017-12-30 19:00:00,18-900801,THEFT,10Y,900 41ST ST,Oakland,CA,37.8315617,-122.2737388,94608
8256,VANDALISM,2018-01-01 09:00:00,18-900802,VANDALISM,23X,900 40TH AV,Oakland,CA,37.7709542,-122.2203363,94601
8257,THEFT/LARCENY,2018-02-01 22:00:00,18-902359,BURGLARY-AUTO,04X,21ST ST & BROADWAY,Oakland,CA,37.8100319,-122.267559,94612
8258,VANDALISM,2018-01-01 03:00:00,18-900803,VANDALISM,16Y,1300 HOLMAN RD,Oakland,CA,37.8070521,-122.2286929,94610
8259,THEFT/LARCENY,2018-01-31 21:00:00,18-902324,BURGLARY-AUTO,31Y,200 HEGENBERGER RD,Oakland,CA,37.730895,-122.1988156,94621
8260,VANDALISM,2018-01-04 20:00:00,18-900922,VANDALISM,13Y,7000 SKYLINE BLVD,Oakland,CA,37.8425413,-122.196164,94611
8261,THEFT/LARCENY,2018-01-30 23:00:00,18-902325,THEFT,23X,3600 E 8TH ST,Oakland,CA,37.7717604,-122.2247442,94601
8262,THEFT/LARCENY,2018-01-31 19:30:00,18-902326,BURGLARY-AUTO,04X,1700 FRANKLIN ST,Oakland,CA,37.8062072,-122.2682573,94612
8263,VANDALISM,2018-01-29 22:00:00,18-902327,VANDALISM,05X,1900 UNION ST,Oakland,CA,37.81390469999999,-122.2869363,94607
8264,VANDALISM,2018-01-03 18:30:00,18-901017,VANDALISM,09X,RIO VISTA AV & PIEDMONT AV,Oakland,CA,37.8244515,-122.2550012,94611
8265,VANDALISM,2018-01-03 18:30:00,18-901018,VANDALISM,10X,900 60TH ST,Oakland,CA,37.84452539999999,-122.2756115,94608
8266,THEFT/LARCENY,2018-01-03 18:15:00,18-901019,BURGLARY-AUTO,04X,1700 WEBSTER ST,Oakland,CA,37.80590100000001,-122.2670606,94612
8267,THEFT/LARCENY,2018-01-03 21:15:00,18-901020,BURGLARY-AUTO,08X,2300 WEBSTER ST,Oakland,CA,37.8121116,-122.2650403,94612
8268,THEFT/LARCENY,2018-01-03 18:15:00,18-901021,BURGLARY-AUTO,12X,500 47TH ST,Oakland,CA,37.8343313,-122.263062,94609
8269,THEFT/LARCENY,2018-01-01 20:30:00,18-901043,BURGLARY-AUTO,01X,200 FRANKLIN ST,Oakland,CA,37.7955993,-122.2751163,94607
8270,VANDALISM,2018-01-04 19:30:00,18-901044,VANDALISM,14Y,400 LAKE PARK AV,Oakland,CA,37.8114455,-122.2478739,94610
8271,THEFT/LARCENY,2017-12-29 21:00:00,18-901045,GRAND THEFT,03X,800 MADISON ST,Oakland,CA,37.797385,-122.2653001,94607
8272,VANDALISM,2018-01-03 20:00:00,18-901046,VANDALISM,09X,1900 PLEASANT VALLEY AV,Oakland,CA,37.830897,-122.2481228,94611
8273,THEFT/LARCENY,2018-02-01 19:00:00,18-902354,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,37.7403795,-122.1984166,94621
8274,THEFT/LARCENY,2017-12-31 18:30:00,18-900804,BURGLARY-AUTO,03X,BROADWAY & 14TH ST,Oakland,CA,37.8043242,-122.2711683,94612
8275,VANDALISM,2018-01-01 00:00:00,18-900806,VANDALISM,14Y,400 VALLE VISTA AV,Oakland,CA,37.8138183,-122.2483678,94610
8276,THEFT/LARCENY,2018-01-01 00:15:00,18-900808,BURGLARY-AUTO,01X,300 WASHINGTON ST,Oakland,CA,37.79702169999999,-122.2768348,94607
8277,THEFT/LARCENY,2017-12-31 21:00:00,18-900809,BURGLARY-AUTO,10Y,800 59TH ST,Oakland,CA,37.8442363,-122.2707718,94609
8278,THEFT/LARCENY,2017-12-31 20:30:00,18-900810,BURGLARY-AUTO,08X,40TH ST & TELEGRAPH AV,Oakland,CA,37.8291964,-122.2644451,94609
8279,THEFT/LARCENY,2018-01-31 20:57:00,18-902360,BURGLARY-AUTO,04X,1500 JEFFERSON ST,Oakland,CA,37.8064342,-122.2743453,94612
8280,THEFT/LARCENY,2018-03-01 09:00:00,18-011728,THEFT,09X,100 BAYO VISTA AV,Oakland,CA,37.8223254,-122.2507718,94611
8281,THEFT/LARCENY,2018-02-01 01:42:00,18-902328,BURGLARY-AUTO,31Y,100 HEGENBERGER RD,Oakland,CA,37.7296343,-122.199525,94621
8282,THEFT/LARCENY,2018-01-03 19:30:00,18-901022,BURGLARY-AUTO,14Y,WB GRAND OFFRP AV & LAKE PARK AV,Oakland,CA,37.810391,-122.246565,94610
8283,THEFT/LARCENY,2018-01-02 00:00:00,18-901023,GRAND THEFT,19X,1000 10TH AV,Oakland,CA,37.7902834,-122.2521977,94606
8284,THEFT/LARCENY,2018-01-01 22:00:00,18-901024,BURGLARY-AUTO,27Y,1600 51ST AV,Oakland,CA,37.7701949,-122.2067294,94601
8285,THEFT/LARCENY,2018-01-04 19:10:00,18-901064,BURGLARY-AUTO,77X,00 ,Oakland,CA,43.0383813,-80.28769400000002,0
8286,THEFT/LARCENY,2018-01-04 14:30:00,18-901065,BURGLARY-AUTO,03X,1200 OAK ST,Oakland,CA,37.7997065,-122.263729,94612
8287,THEFT/LARCENY,2018-01-04 19:00:00,18-901067,BURGLARY-AUTO,12Y,6300 COLLEGE AV,Oakland,CA,37.8499574,-122.2521838,94705
8288,THEFT/LARCENY,2018-02-01 18:30:00,18-902358,BURGLARY-AUTO,17X,500 E 20TH ST,Oakland,CA,37.7989973,-122.2474736,94606
8289,FRAUD,2018-01-02 13:00:00,18-901079,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,07X,26TH ST & CAMPBELL ST,Oakland,CA,37.8203716,-122.2885451,94607
8290,VANDALISM,2018-02-01 11:50:00,18-902357,VANDALISM,12X,4400 TELEGRAPH AV,Oakland,CA,37.8325471,-122.2632176,94609
8291,THEFT/LARCENY,2018-01-02 19:00:00,18-900834,BURGLARY-AUTO,07X,3500 HOLLIS ST,Oakland,CA,37.8275051,-122.2846159,94608
8292,VANDALISM,2018-01-02 15:56:00,18-900835,VANDALISM,25X,4200 REDDING ST,Oakland,CA,37.7880363,-122.1965093,94619
8293,FRAUD,2018-01-02 14:00:00,18-900836,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,11X,500 52ND ST,Oakland,CA,37.837942,-122.2627357,94609
8294,THEFT/LARCENY,2018-01-01 00:00:00,18-900837,THEFT,04X,1400 WEBSTER ST,Oakland,CA,37.803402,-122.2687815,94612
8295,THEFT/LARCENY,2017-12-30 18:30:00,18-900838,THEFT,14X,100 BAY PL,Oakland,CA,37.811864,-122.260323,94610
8296,THEFT/LARCENY,2018-01-02 13:00:00,18-900840,BURGLARY-AUTO,99X,2600 CAMPBELL,Oakland,CA,37.8203797,-122.2885387,94607
8297,VANDALISM,2018-01-31 19:00:00,18-902330,VANDALISM,77X,00 TUNNEL RD,Oakland,CA,37.8580688,-122.2438226,94705
8298,VANDALISM,2018-02-01 06:00:00,18-902331,VANDALISM,17X,600 E 20TH ST,Oakland,CA,37.799038,-122.2471539,94606
8299,THEFT/LARCENY,2018-01-31 15:40:00,18-902333,THEFT,04X,600 WILLIAM ST,Oakland,CA,37.8093988,-122.2717174,94612
8300,THEFT/LARCENY,2018-01-30 21:00:00,18-902335,THEFT,08X,2500 TELEGRAPH AV,Oakland,CA,37.8146714,-122.2682954,94612
8301,THEFT/LARCENY,2018-01-01 12:00:00,18-900931,THEFT,24Y,2800 EASTMAN AV,Oakland,CA,37.7844769,-122.2035374,94619
8302,THEFT/LARCENY,2018-02-01 17:30:00,18-902336,BURGLARY-AUTO,77X,SAN PABLO AV,Oakland,CA,37.8285633,-122.2791553,0
8303,THEFT/LARCENY,2018-01-26 16:00:00,18-902337,GRAND THEFT,31X,8300 CAPWELL DR,Oakland,CA,37.7375531,-122.2015802,94621
8304,BURGLARY,2017-12-30 15:15:00,18-900696,BURGLARY-FORCIBLE ENTRY,35X,8900 BANCROFT AV,Oakland,CA,37.7543969,-122.166157,94605
8305,THEFT/LARCENY,2017-12-29 01:45:00,18-900697,BURGLARY-AUTO,06X,700 35TH ST,Oakland,CA,37.8243927,-122.2706678,94609
8306,BURGLARY,2017-12-29 21:00:00,18-900701,BURGLARY-FORCIBLE ENTRY,17Y,2100 7TH AV,Oakland,CA,37.7988209,-122.2454256,94606
8307,THEFT/LARCENY,2017-12-29 23:00:00,18-900703,GRAND THEFT,02Y,1600 12TH ST,Oakland,CA,37.8102366,-122.2951825,94607
8308,VANDALISM,2017-12-29 02:00:00,18-900704,VANDALISM,25Y,8100 COACH DR,Oakland,CA,37.7713307,-122.1389664,94605
8309,THEFT/LARCENY,2017-12-29 19:00:00,18-900705,BURGLARY-AUTO,08X,25TH ST & TELEGRAPH AV,Oakland,CA,37.8146714,-122.2682954,94612
8310,THEFT/LARCENY,2017-12-19 19:00:00,18-900711,BURGLARY-AUTO,03X,300 12TH ST,Oakland,CA,37.8017597,-122.268534,94607
8311,ROBBERY,2018-03-14 21:00:00,18-013260,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",06X,40TH ST & LINDEN ST,Oakland,CA,37.83104489999999,-122.2766677,94608
8312,VANDALISM,2018-02-03 11:45:00,18-902364,VANDALISM,01X,200 CLAY ST,Oakland,CA,37.7970136,-122.2787532,94607
8313,VANDALISM,2018-03-14 14:00:00,18-013263,VANDALISM-$400+,30Y,2600 73RD AV,Oakland,CA,37.766714,-122.175264,94605
8314,DISTURBING THE PEACE,2018-03-14 22:45:00,18-013270,DISTURB THE PEACE,22Y,4100 EASTLAKE AV,Oakland,CA,37.7987346,-122.1955302,94602
8315,THEFT/LARCENY,2017-12-23 08:00:00,18-002279,THEFT,35X,9200 GRANADA AV,Oakland,CA,37.7593979,-122.1491769,94605
8316,ASSAULT,2018-03-14 22:35:00,18-013271,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,1500 JACKSON ST,Oakland,CA,37.8029173,-122.2646733,94612
8317,VANDALISM,2018-03-12 00:00:00,18-013273,VANDALISM,04X,1400 LAKESIDE DR,Oakland,CA,37.8029088,-122.2617746,94612
8318,THEFT/LARCENY,2018-03-01 22:00:00,18-903594,BURGLARY-AUTO,09X,200 WHITMORE ST,Oakland,CA,37.832959,-122.2508769,94611
8319,THEFT/LARCENY,2018-02-05 12:00:00,18-902434,BURGLARY-AUTO,03Y,600 9TH ST,Oakland,CA,37.8022863,-122.2769389,94607
8320,THEFT/LARCENY,2018-02-04 20:00:00,18-902435,GRAND THEFT,32Y,9800 ELMAR AV,Oakland,CA,37.7493967,-122.159732,94603
8321,THEFT/LARCENY,2018-02-26 20:45:00,18-903596,BURGLARY-AUTO,03X,300 7TH ST,Oakland,CA,37.7983618,-122.2705496,94607
8322,THEFT/LARCENY,2018-02-05 16:30:00,18-902436,THEFT,22X,2400 DAMUTH ST,Oakland,CA,37.8017167,-122.2121202,94602
8323,VANDALISM,2018-02-05 06:00:00,18-902437,VANDALISM,27X,2200 47TH AV,Oakland,CA,37.7765531,-122.2058982,94601
8324,THEFT/LARCENY,2018-03-01 23:30:00,18-903597,BURGLARY-AUTO,24X,3900 SAN JUAN ST,Oakland,CA,37.779187,-122.214988,94601
8325,ASSAULT,2018-03-15 22:40:00,18-013486,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1300 10TH ST,Oakland,CA,37.8074338,-122.2906616,94607
8326,THEFT/LARCENY,2018-03-15 07:00:00,18-013487,THEFT,20X,3400 E 12TH ST.,Oakland,CA,37.7760572,-122.2237023,94601
8327,MOTOR VEHICLE THEFT,2018-03-13 11:00:00,18-013503,VEHICLE THEFT - AUTO,14Y,3700 LAKESHORE AVE,Oakland,CA,37.8131087,-122.2402403,94610
8328,DISTURBING THE PEACE,2018-03-16 00:00:00,18-013505,DISTURB THE PEACE,32X,1800 101ST AV,Oakland,CA,37.7432152,-122.1639391,94603
8329,ASSAULT,2018-03-16 03:10:00,18-013506,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1000 7TH ST,Oakland,CA,37.8032405,-122.2849755,94607
8330,DUI,2018-03-12 13:45:00,18-013517,DUI ALCOHOL/DRUGS,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607
8331,THEFT/LARCENY,2018-03-13 23:00:00,18-013544,THEFT:PERSONAL PROPERTY,27X,2500 HIGH ST.,Oakland,CA,37.7811984,-122.2054672,94601
8332,MOTOR VEHICLE THEFT,2018-03-14 22:39:00,18-013275,VEHICLE THEFT - AUTO,16Y,3600 ARDLEY AV,Oakland,CA,37.8013003,-122.2233975,94602
8333,THEFT/LARCENY,2018-02-02 18:30:00,18-902320,BURGLARY-AUTO,07X,3500 HOLLIS ST,Oakland,CA,37.8275051,-122.2846159,94608
8334,THEFT/LARCENY,2018-02-02 14:20:00,18-902338,THEFT,30X,1700 67TH AV,Oakland,CA,37.7640511,-122.1882858,94621
8335,VANDALISM,2018-02-02 02:20:00,18-902345,VANDALISM,11X,6000 DOVER ST,Oakland,CA,37.8454887,-122.2683166,94609
8336,ROBBERY,2018-03-15 11:08:00,18-013358,ROBBERY-FIREARM,26Y,8000 INTERNATIONAL BLVD,Oakland,CA,37.756637,-122.181032,94621
8337,THEFT/LARCENY,2018-02-02 08:00:00,18-902347,THEFT,26Y,1000 81ST AV,Oakland,CA,37.7528375,-122.1856246,94621
8338,ASSAULT,2018-03-15 10:30:00,18-013359,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,29X,7000 OUTLOOK AVE,Oakland,CA,37.7719785,-122.1719777,94605
8339,ASSAULT,2018-03-15 17:00:00,18-013447,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,12X,45TH ST & TELEGRAPH AV,Oakland,CA,37.8330174,-122.2634175,94609
8340,ASSAULT,2018-03-15 16:41:00,18-013448,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,19X,1100 E12TH ST,Oakland,CA,37.7906757,-122.2497907,94606
8341,ASSAULT,2018-03-15 17:14:00,18-013449,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,34X,9700 SUNNYSIDE ST,Oakland,CA,37.7485748,-122.1631185,94603
8342,DRUGS/ALCOHOL VIOLATIONS,2018-03-15 17:45:00,18-013450,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,21X,2100 MITCHELL ST,Oakland,CA,37.7853263,-122.226034,94601
8343,THEFT/LARCENY,2018-03-02 08:45:00,18-903600,BURGLARY-AUTO,24X,3600 NEVIL ST,Oakland,CA,37.7864399,-122.2095667,94601
8344,THEFT/LARCENY,2018-02-21 05:00:00,18-903601,BURGLARY-AUTO,08X,500 24TH ST,Oakland,CA,37.8134771,-122.2686075,94612
8345,THEFT/LARCENY,2018-03-02 12:10:00,18-903598,THEFT,29X,3300 69TH AVE,Oakland,CA,37.7707807,-122.1750365,94605
8346,FRAUD,2018-02-05 17:00:00,18-902553,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,04X,1600 CASTRO ST,Oakland,CA,37.80819899999999,-122.2758792,94612
8347,THEFT/LARCENY,2018-02-05 18:30:00,18-902554,BURGLARY-AUTO,03Y,1200 CLAY ST,Oakland,CA,37.8041164,-122.2739844,94612
8348,MOTOR VEHICLE THEFT,2018-03-16 11:59:00,18-013545,VEHICLE THEFT - AUTO,20X,2900 GLASCOCK ST,Oakland,CA,37.7724537,-122.2341684,94601
8349,ASSAULT,2018-03-16 11:45:00,18-013549,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,30X,7600 BLK ARTHUR ST,Oakland,CA,37.7621225,-122.178634,94605
8350,THEFT/LARCENY,2018-03-16 13:13:00,18-013561,BURGLARY-AUTO,03Y,400 7TH ST,Oakland,CA,37.7990493,-122.2729885,94607
8351,THEFT/LARCENY,2018-03-15 21:00:00,18-013563,THEFT,20X,3000 BLK OF FORD ST.,Oakland,CA,37.77200089999999,-122.2316424,94601
8352,DRUGS/ALCOHOL VIOLATIONS,2018-03-16 13:30:00,18-013565,"SIMPLE POSSESSION OF METHAMPHETAMINE, ECSTASY, GHB, LISTED SUBSTANCES",09X,CHAMPION ST & HAROLD ST,Oakland,CA,37.7975785,-122.2157204,94602
8353,MOTOR VEHICLE THEFT,2018-03-15 12:10:00,18-013363,VEHICLE THEFT - AUTO,35X,2300 83RD AV,Oakland,CA,37.7599516,-122.1678086,94605
8354,ASSAULT,2018-03-15 11:45:00,18-013364,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,34X,1900 84TH AV,Oakland,CA,37.7566358,-122.1725428,94621
8355,VANDALISM,2018-02-04 11:03:00,18-902411,VANDALISM,24Y,2800 EASTMAN AV,Oakland,CA,37.7844769,-122.2035374,94619
8356,VANDALISM,2018-02-03 11:15:00,18-902412,VANDALISM,01X,300 CLAY ST,Oakland,CA,37.7976424,-122.2783514,94607
8357,MOTOR VEHICLE THEFT,2018-03-14 21:00:00,18-013365,VEHICLE THEFT - AUTO,18X,1900 E 17TH ST,Oakland,CA,37.7890126,-122.2383789,94606
8358,WEAPONS,2018-03-15 03:15:00,18-013296,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,19X,1900 INTERNATIONAL BLVD,Oakland,CA,37.7865518,-122.2407829,94606
8359,FRAUD,2018-02-04 13:30:00,18-902409,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,24Y,2900 EASTMAN AV,Oakland,CA,37.7849812,-122.2027393,94619
8360,THEFT/LARCENY,2018-03-01 20:10:00,18-903603,BURGLARY-AUTO,,500 20TH ST,Oakland,CA,37.8095809,-122.2695833,94612
8361,THEFT/LARCENY,2018-03-15 15:55:00,18-013457,BURGLARY-AUTO,23X,3400 12TH ST,Oakland,CA,37.8143037,-122.3049374,94607
8362,THEFT/LARCENY,2018-03-14 11:00:00,18-013458,THEFT,17X,11TH AVE& FOOTHILL BLVD,Oakland,CA,37.7926727,-122.2469995,94606
8363,THEFT/LARCENY,2018-02-23 13:18:00,18-903604,THEFT,20X,2900 INTERNATIONAL BOULEVARD,Oakland,CA,37.7793154,-122.2287609,94601
8364,ASSAULT,2018-03-15 19:25:00,18-013466,BATTERY,03X,800 BLK OF FRANKLIN ST,Oakland,CA,37.7997892,-122.2723326,94607
8365,VANDALISM,2018-03-14 20:00:00,18-013489,VANDALISM,20X,FRUITVALE AVE. / ALAMEDA AVE,Oakland,CA,37.763389,-122.243514,94501
8366,ASSAULT,2018-03-16 23:55:00,18-013491,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24X,3500 FOOTHILL BLVD,Oakland,CA,37.782112,-122.2187431,94601
8367,THEFT/LARCENY,2018-02-02 21:30:00,18-902556,BURGLARY-AUTO,99X,W GRAND AV,Oakland,CA,37.8202825,-122.2932451,0
8368,DISTURBING THE PEACE,2018-03-15 19:00:00,18-013581,DISTURB THE PEACE,12X,700 52ND ST,Oakland,CA,37.837443,-122.266687,94609
8369,BURGLARY,2018-02-07 18:20:00,18-902558,BURGLARY-FORCIBLE ENTRY,15X,1100 MCKINLEY AV,Oakland,CA,37.8038207,-122.2385198,94610
8370,DRUGS/ALCOHOL VIOLATIONS,2018-03-16 13:12:00,18-013583,POSSESS NARCOTIC CONTROLLED SUBSTANCE,31Y,100 HEGENBERGER RD,Oakland,CA,37.7296343,-122.199525,94621
8371,THEFT/LARCENY,2018-02-07 04:00:00,18-902559,THEFT,12Y,5400 LOCKSLEY AV,Oakland,CA,37.8419053,-122.255112,94618
8372,THEFT/LARCENY,2018-02-05 04:00:00,18-902561,BURGLARY-AUTO,14X,100 PERRY PL,Oakland,CA,37.8186414,-122.2541539,94610
8373,THEFT/LARCENY,2018-02-02 17:00:00,18-902562,GRAND THEFT,02Y,1400 7TH ST,Oakland,CA,37.8055949,-122.293898,94607
8374,DRUGS/ALCOHOL VIOLATIONS,2018-03-08 15:00:00,18-021150,POSSESS NARCOTIC CONTROLLED SUBSTANCE,26Y,6500 FENHAM ST,Oakland,CA,37.76036819999999,-122.1982856,94621
8375,ASSAULT,2018-03-16 08:45:00,18-013527,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,28X,2600 MAXWELL AV,Oakland,CA,37.77721349999999,-122.1982614,94619
8376,THEFT/LARCENY,2018-03-16 07:12:00,18-013536,THEFT,14X,400 GRAND AV,Oakland,CA,37.8087767,-122.2538152,94610
8377,ASSAULT,2018-03-16 11:02:00,18-013538,BATTERY,08X,2200 TELEGRAPH AVE,Oakland,CA,37.811502,-122.2687119,94612
8378,THEFT/LARCENY,2018-03-16 10:41:00,18-013542,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,34X,1600 88TH AV,Oakland,CA,37.7519503,-122.1729863,94621
8379,MOTOR VEHICLE THEFT,2018-03-15 04:05:00,18-013297,VEHICLE THEFT - AUTO,33X,1300 96TH AV,Oakland,CA,37.744924,-122.1730307,94603
8380,ASSAULT,2018-03-15 03:50:00,18-013298,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,24Y,35TH AV & SUTER ST,Oakland,CA,37.7914397,-122.2044794,94619
8381,MOTOR VEHICLE THEFT,2018-03-15 17:00:00,18-013493,VEHICLE THEFT - AUTO,3X,300 10TH STREET,Oakland,CA,37.8001668,-122.2693595,94607
8382,THEFT/LARCENY,2018-02-02 23:30:00,18-902438,BURGLARY-AUTO,08X,2300 WEBSTER ST,Oakland,CA,37.8121116,-122.2650403,94612
